question,option_a,option_b,option_c,option_d,option_e,correct_answers
174. CS. How often should the fetal heart rate be monitored during the first stage of labor in low risk pregnancies?,every 3 hours during the latent phase,every 2 hours in the latent phase,hourly in the active phase,every 30 minutes in the active phase,every 15 minutes in the active phase,D
175. CS. Meconium staining of the liquor is commonest in:,patients with postterm labor,patients in term labor,patients in preterm labor,patients whose fetuses move a lot during pregnancy,patients with fetuses > 4000 gr,A
176. CS. Meconium staining of the liquor:,is uncommon,occurs in 10-20 % of patients,occurs in 30-40% of patients,occurs in half of patients,occurs in most patients,B
177. CS. What is the correct management when the liquor is meconium stained?,monitor the fetal heart rate carefully,deliver the fetus immediately by cesarean section,give the patient an oxitocin infusion to shorten the labor,give tocolitics,administer antibiotics,A
178. CS. The active phase of the first stage of labor is:,the period of time the cervix takes to dilate from 3 cm to full dilatation,the period of time from the onset of labor to full cervical dilatation,the period of time from the onset of labor to 3 cm cervical dilatation,the period of time during which the cervix becomes effaced,the period of time during which the cervix becomes ripen.,A
179. CS. A patient presents in established labor with regular contractions. On vaginal examination the cervix is 5 cm dilated. Where her cervical dilatation should be noted on the partogram?,on the alert line opposite 5 cm cervical dilatation,on the action line opposite 5 cm cervical dilatation,at the beginning of the latent phase of labor opposite 5 cm cervical dilatation,at the end of latent phase of labor opposite 5 cm cervical dilatation,on the vertical line at the beginning of the active phase of labor opposite 5 cm cervical dilatation,A
180. CS. When does a patient have adequate and effective uterine contractions?,if she has 2 or more contractions every 10 minutes with each contraction lasting 30 seconds or longer,if she has 3 or more contractions every 10 minutes with each contraction lasting 60 seconds or longer,if she progresses normally during labor,if she has pain with every contraction,if the uterus is relaxed between each contraction,C
181. CS. Cephalo-pelvic disproportion due to a small pelvic inlet should be diagnosed when:,there is no further dilatation of the cervix,there is 3/5 or more of the fetal head palpable above the pelvic brim and 2+ or more moulding is present,there is 2/5 or less of the fetal head palpable above the pelvic brim and 1+ moulding is present,the measurement of pelvic inlet are assessed as small during a pelvic examination,one hour passed after full dilatation,B
182. CS. When does the second stage of labor begin and end?,from the time the patient has an urge to bear down until the infant is completely delivered,from the time the cervix is fully dilated until the infant is completely delivered,from the beginning of the active phase until the cervix is fully dilated,from the beginning of the active phase until the infant is completely delivered.,from the time the cervix is fully dilated until delivery of the fetus and placenta,B
183. CS. What position in the second stage of labor should be discouraged,the dorsal position,the lateral position,the squatting position,the sitting position (in the special chair),the kneeling position,A
184. CS. The third stage of labour starts when:,the cervix is dilated to 3 cm,the cervix is fully dilated,the anterior shoulder of the infant is delivered,the infant is born,the placenta is delivered,D
185. CM. What positions in the second stage of labor should be encouraged:,the dorsal position,the lateral position,the squatting position,the sitting position (in the special chair),the kneeling position,"B,C,D,E"
186. CM. A pregnant woman diagnosed with idiopathic cholestasis of pregnancy. This condition is associated with:,intense itching,10-100 fold increase in cholic acid followed by chenodoxycholic acid,serum indirect bilirubin is increased,increase levels of alkaline phosphatase,dyslipidemia is present,"A,B,D,E"
187. CM. Best diagnostic tests for cholestasis of pregnancy is to determine the level of:,serum bilirubin,bile acid,serum alkaline phosphatase,serum transaminase,urine acetone,"B,D"
188. CM. True statements about idiopathic cholestasis of pregnancy are:,deep jaundice is present,pruritus is the first symptom,maximum incidence during iii trimester,increase liver transaminase,hepatic necrosis present,"B,C,D"
189. CM. Cholestasis of pregnancy is characterized by:,commonly occur in 1st trimester of pregnancy,increased maternal mortality,increased perinatal mortality,recurrence in subsequent pregnancy,generalized pruritus,"C,D,E"
190. CM. True statements regarding cholestasis in pregnancy are:,recurs in subsequent pregnancy,ursodeoxyholic acid relieves pruritus,mild jaundice occurs in majority of patients,pruritus may precedes laboratory findings,serum alkaline phosphatase is most sensitive indicator,"A,B,C,D"
191. CM. Treatment of Intrahepatic cholestasis of pregnancy consists of:,folic acid,ursodeoxycholic acid (UDCA),dexametason,vitamin E,penicillin,"B,C"
192. CM. Which is true about fatty liver of pregnancy?,common in third trimester,micro-vesicular fatty changes,lysosomal injury is the cause,recurrence is very common,alcohol is the main cause,"A,B"
193. CS. A pregnant woman is HbsAg positive and anti Hbe Ag positive. Risk of transmission of  Hepatitis  B in child is:,20%,50%,0,90%,70%,A
194. CS. A pregnant woman is diagnosed to be HBs Ag positive. Which of the following is the best way to prevent infection to the child?,hepatitis vaccine to the child,full course of hepatitis B vaccine and immunoglobulin to the child,hepatitis B immunoglobulin to the mother,hepatitis B immunization to mother,breastfeeding is contraindicated,B
195. CM. Which of the following statements concerning viral hepatitis in pregnancy are true?,hepatitis B core antigen status is the most sensitive indicator of positive vertical transmission of the disease,hepatitis B is the most common form of hepatitis after blood transfusion,the proper treatment of infants born to infected mothers includes the administration of hepatitis B immunoglobulin as well as vaccine,patients who develop chronic active hepatitis are an increased risk of fetal malformations,hepatitis B is not a contraindication for breastfeeding,"C,E"
196. CM. In a female with appendicitis in pregnancy treatment of choice is:,surgery at earliest,abortion with appendectomy,surgery after delivery,before 20 weeks is recommended laparoscopy,after 20 weeks is recommended laparotomy (incision should be made at Mc Burnay Point),"A,D,E"
197. CS. All of the following conditions are risk factors for urinary tract infections in pregnancy EXCEPT:,diabetes,hypertension,sickle cell anemia,vesico-ureteral reflux,calculi,B
198. CM. Following antibiotics are safe to treat UTI in the 3-rd trimester of pregnancy:,erythromycin,ampicillin,co-trimoxazole,ciprofloxacin,cephalosporin,"B,E"
199. CM. True statements about asymptomatic bacteriuria in pregnancy:,incidence is up to 8 %,"if untreated, progresses to pyelonephritis",early and prompt treatment prevents malformations in fetus,increase chance of premature infant,increase risk of small for gestational age fetus,"A,B,D,E"
"200. CS. With regards to acute pyelonephritis in pregnancy all of the following are true, EXCEPT:",pregnancy decrease the risk,most common isolate is e. coli,higher incidence in the second half of pregnancy,responds to amino glycosides,more common in primigravida and young females,A
201. CS. A 25-year-old primigravida at 20 weeks of pregnancy has the first episode of an asymptomatic bacteriuria. The risk of having pyelonephritis is:,no risk with first episode,less than 5%,15-20%,25-40%,more than 50%,D
202. CS. Antibiotic of choice for urinary tract infection (UTI) during pregnancy in the third trimester is:,cephalosporins,quinolones,Co-trimoxazole,tetracyclines,penicillins,A
203. CM. Which statements are correct regarding asymptomatic bacteriuria during pregnancy:,bacterial count is over 10^5/ml,overall incidence is 5-10%,it should be treated with appropriate antimicrobial agent,"risk of progression to pyelonephritis, if left untreated is rare",bacterial count is over 10^3/ml,"A,B,C"
204. CS. Hydrocephaly is best detected antenataly by:,X-ray abdomen,amniocentesis,clinical examination,ultrasonography,blood examination,D
205. CS. Preconceptional intake of which of the following results in decreased incidence of neural tube defect:,vitamin A,folic acid,vitamin E,vitamin C,vitamin B1,B
206. CS. Anencephaly is best diagnosed using:,maternal serum alpha-fetoprotein,amniotic fluid alpha-fetoprotein,USG,X-ray,amniotic fluid chorionic gonadotrophin,C
207. CS. Most common type of twin pregnancy is:,vertex+transverse,both vertex,vertex+breech,both breech,breech+ transverse,B
208. CS. Twin peak sign is seen in:,Monochorionic diamniotic,Dichorionic monoamniotic,Conjoined twins,Diamniotic dichorionic,None of above,D
"209. CS. In multiple pregnancy, foetal reduction is done by:",KCl solution,mifepristone,PGF2-alpha,methotrexate,oxytocin,A
210. CM. Correct statements about establishing the chorionicity in twin pregnancy is:,same sex rule out dichorionicity,twin peak sign in dichorionicity,thick membrane is present in mono-chorionic twins,best detected after 16 weeks,best detected  before 16 weeks,"B,E"
211. CS. Which of the following statement about twinning is true?,The frequencies of monozygosity and disygosity are the same,Division after formation of the embryonic disk result in conjoined twins,The incidence of monozygotic twins varies with race,A dichorionic twin pregnancy always denotes dizygosity,Twinning causes no appreciable increase in maternal morbidity and mortality over singleton pregnancies,B
212. CS. Monochorionic monoamniotic twin occurs if division occurs:,before 24 hours,1-4 days,4-8 days,>8 days,>10 days,D
213. CS. Conjoined twins occurs if division occurs:,before 24 hours,1-4 days,4-8 days,>8 days,>14 days,E
214. CS. A double headed monster is known as a:,diplopagus,dicephalus,craniophagus,heteropagus,toracophagus,B
215. CM. Twin pregnancy predisposes to:,hydramnios,pregnancy induces hypertension,malpresentation,prematurity,post-maturity,"A,B,C,D"
216. CM. Indications of urgent delivery of the second baby in twins are:,abruptio placentae,cord proplapse of the second baby,inadvertent use of iv oxytocine with the delivery of the anterior shoulder of the first baby,breech presentation of the second baby,pregnancy induced hypertension,"A,B,C"
217. CS. Absolute proof of monozygosity is determined by:,DNA finger printing,intervening membrane layers,sex of the babies,reciprocal skin grafting,ultrasound,A
218. CS. Embryo reduction of multiple pregnancy is done at:,6-8 weeks,9-12 weeks,13-15 weeks,16-18 weeks,19-22 weeks,B
219. CS. A pregnant woman with fibroid uterus develops acute pain in abdomen with low-grade fever and mild leukocytosis at 28 weeks. The most likely diagnosis is:,preterm labor,torsion of fibroid,red degeneration of fibroid,infection in fibroid,hyaline degeneration,C
220. CM. True statements about red degeneration of myoma uteri are:,it occurs commonly during pregnancy,immediate surgical intervention is needed,caused by interference with blood supply,treated with analgesics,calcification is a frequent feature,"A,C,D"
221. CS. Red degeneration in uterine fiboid is most common in:,second trimester,third trimester,puerperium,first trimester,intrapartum,A
222. CM. Methods of treatment of myoma uteri are:,myomectomy,radiofrequency ablation,embolization of uterine artery,laser myomectomy,hysterectomy,"A,C,D,E"
223. CS. A 29-year-old nulliparous women complains of severe menorrhagia and lower abdominal pain during last 3 months. On examination there was a 14 weeks size uterus with fundal fibroid. The treatment of choice is:,myomectomy,GnRH analogs,hysterectomy,wait and watch,embolization of uterine artery,A
224. CM. Uterine fibromyoma is associated with:,endometriosis,pelvic inflammatory disease,dysmenorrhea,amenorrhea,heavy menstrual bleeding,"A,C,E"
225. CM. Submucosal fibroid is detected by:,hysteroscopy,hystersalpingography,USG,laparascopy,manual examination,"A,B,C"
226. CM. Drugs which reduce the size of myoma are:,GnRH agonists,danazol,progesterone,mifepristone,estrogens,"A,B,D"
227. CM. Preferred management options in a 26-year-old woman with 7x8cm size fibroid are:,follow-up,OCP,myomectomy,hysterectomy,danazol,"A,C"
228. CM. True statements regarding fibroid uteri are:,estrogen dependent tumor,capsulated,can lead to red degeneration in pregnancy for which urgent surgery is required,danazol used in treatment,estrogen independent tumor,"A,B,C"
229. CS. Malignant prevalence in uterine fibroids is:,0.5%,1%,5%,10%,15%,A
230. CS. Least common complication of uterine fibroids is:,menstrual disorder,malignancy,urinary retention,degeneration,torsion of fibroid,B
231. CS. Which condition is not associated with myoma uteri?,amenorrhea,pelvic mass,infertility,menstrual irregularity,dysmenorrhea,A
232. CS. What is the earliest most common presenting feature of anterior cervical fibroid:,urinary frequency,bleeding,acute abdomen,constipation,menstrual disorder,A
233. CM. The indications for myomectomy in the case of uterine fibroids are:,associated infertility,recurrent pregnancy loss,heavy menstrual bleeding,red degeneration,constipation,"A,B,C"
234. CS. External cephalic version is contraindicated in:,primigravida,flexed breech,anemia,PIH,twin pregnancy,D
235. CS. The complication associated with internal podalic version for transverse lie is:,uterine rupture,uterine atony,cervical laceration,vaginal laceration,rupture of membranes,A
236. CS. Ventuouse in 2nd stage of labour is contraindicated in:,persistent occipito-posterior position,heart disease,uterine inertia,preterm labour,myopia forte,D
237. CM. Contraindications for vacuum extraction are:,prematurity,brow presentation,fetal distress,floating head,undilated cervix,"A,B,D,E"
238. CS. Which statement is true regarding ventouse:,minor scalp abrasions and subgaleal hematomas in new born are more frequent than forceps,can be applied when foetal head is above the level of ischial spine,maternal trauma is more frequent than forceps,can not be used when fetal head is not fully rotated,can be applied when the membranes are intact,A
239. CM. True statements about vacuum extraction of the fetus are:,can be used in non dilated cervix,can not be used in incompletely dilated cervix,used in face presentation,applied 3 cm posterior to anterior fontanel,applied 3 cm anterior to posterior fontanel,"B,E"
240. CM. Outlet forceps means:,"head at station ""0""",full cervical dilatation,rupture of membrane,rotation >45,head with sutura sagitalis in antero-posterior diameter of outlet,"B,C,E"
241. CM. Which of the following statements are true for episiotomy?,should be performed routinely in primipara,can be either mild-line or mediolateral,involvement of anal sphincter is classified 3rd-4th degree perineal tear,mid-line episiotomies bleed less and are easier to repair,mid-line episiotomy heals more quickly,"B,C,D,E"
"242. CS. All of the following statements are true for episiotomy, EXCEPT:",should be performed routinely in primipara,can be either mild-line or mediolateral,involvement of anal sphincter is more frequent with mid line,mid-line episiotomies bleed less and are easier to repair,mid-line episiotomy heals more quickly,A
243. CS. Perineal tear should be repaired:,24 hrs later,48 hrs later,72 hrs later,immediately,the next day after birth,D
244. CM. Which of the following are always indications of cesarean section?,placenta abruption,untreated stage of i ca cervix,active primary genital herpes,central placenta previa,cehhalopelvic disproportion,"B,C,D,E"
245. CS. An absolute indication for LSCS in case of heart disease is:,coarctation of aorta,eisenmenger syndrome,Ebsteins anomaly,pulmonary stenosis,aortal stenosis,A
246. CM. Which of the following are contraindications of vaginal delivery after previous Caesarean?,previous classical C/S,no history of vaginal delivery in the past,breech presentation in previous pregnancy,> 2 previous C/S,previous history of uterine rupture,"A,D,E"
247. CM. Vaginal birth after caesarean section is contraindicated in:,previous classical section,suspected CPD,no vaginal birth previously,previous uterine rupture,post-term pregnancy,"A,B,D"
248. CM. Which statements are true regarding forceps and vacuum delivery:,vacuum requires more clinical skills than forceps,vacuum produce more perineal lacerations,forceps is more associated with fetal facial injury,vacuum has more chance of formation of cephalo-hematoma,forceps requires more clinical skills than vacuum,"C,D,E"
249. CM. Induction of labor by amniotomy can lead to the following complications:,cord prolapse,abruptio placenta,rupture of uterus,infection,fetal distress,"A,D"
250. CS. Zavenelli's manoeuver is done in:,shoulder dystocia,deep transverse arrest,retained placenta,face presentation,uterine inertia,A
251. CS. In menstrual cycle increased level of LH (the LH surge) are due to:,increased progesterone,increased estrogen,increased FSH,increased androgens,decreased progesterone,B
252. CS. The menstrual cycle is initiated by:,FSH,estrogen,LH,Progesterone,ACTH,A
253. CM. The corpus luteum secretes:,estrogens,progesterone,inhibin,hCG,androgens,"A,B,C"
254. CS. Maximum function of corpus luteum occurs:,at ovulation,immediately after  ovulation,3 days after ovulation,8-9 days after ovulation,14 days after ovulation,D
255. CS. True statement about timing of LH surge:,occur 12 hours before ovulation,occur 24 hours before ovulation,occur 12 hour after ovulation,occur 24 hour after ovulation,occur at time of ovulation,B
256. CM. Naturally occurring estrogen are:,estrone,estradiol,estriol,diethylstilbesterol,pregnanediol,"A,B,C"
257. CS. The production of cervical mucus is stimulated by:,progesterone,estradiol,estriol,pregnenolone,relaxin,B
258. CS. Ferning of cervical mucus depends on:,FSH,LH,estrogen,progesterone,androgen,C
259. CS. Clomiphene citrate is:,antiandrogen,synthetic estrogen,antiestrogen,GnRH analogue,synthetic progestin,C
260. CM. Clomiphene citrate is indicated in:,Stein – Leventhal Syndrome,ovarian cyst,Asherman’s syndrome,carcinoma of endometrium,anovulatory cycle,"A,E"
261. CM. True statements about clomiphene citrate are:,can cause hyperstimulation syndrome,is used for ovulation induction,multiple pregnancies are seen in 3-8% cases,used to treat Asherman’s Syndrome,is an antiandrogen,"A,B,C"
262. CM. Side effects of clomiphene citrate include:,multiple pregnancy,can cause hyperstimulation syndrome,constipation,teratogenic effect on off-springs,multiple polycystic ovary,"A,B,E"
263. CM. GnRH analogue may be administered the following conditions:,prostate Ca,endometrial Ca,uterine myoma,precocious puberty,cervical cancer,"A,C,D"
264. CM. GnRH analogues are useful in:,endometriosis,hyperprolactinemia,precocious puberty,myoma uteri,uterine cancer,"A,C,D"
265. CM. Which of the following statements are true about mifepristone:,also called RU-486,used for termination of pregnancy,acts on androgen receptors,given only intravenously,used for myoma uteri,"A,B,E"
266. CM. Pregnancy is confirmed by:,morning sickness,amenorrhea,fetal heart activity,fetal movement by examiner,fetal sac in USG,"C,D,E"
267. CM. Signs positive in early pregnancy are:,Hegar’s sign,Palmer’s sign,Foodell’s sign,Piskacek’s sign,Braxton’s sign,"A,D"
268. CS. Transvaginal USG can detect fetal cardiac activity as early as:,6 weeks,7 weeks,8 weeks,10 weeks,11 weeks,A
"269. CS. In transvaginal ultrasound, earliest detection of gestation sac is possible by:",21 days after ovulation,21 days after implantation,28 days post ovulation,14 days after ovulation,28 days after implantation,D
270. CS. An expectant mother feels quickening at:,12-18 weeks,18-20 weeks,21-24 weeks,25-28 weeks,29-32 weeks,B
271. CS. Folic acid supplementation reduces the risk of:,neural tube defect,toxemia of pregnancy,placenta previa,Down’s syndrome,anencephaly,A
272. CS. Use of folic acid to prevent congenital malformation should be best initiated:,during 1st trimester of pregnancy,during 2nd trimester of pregnancy,during 3rd trimester of pregnancy,before conception,all pregnancy,D
273. CS. Increased demand of following occurs in pregnancy except:,folic acid,iron,Vit B 12,zinc,Vit E,C
274. CS. Appropriate treatment of women having edema in pregnancy includes:,salt restriction,fluid restriction,diuretics,bed rest,legs bandage,D
275. CM. Term delivery implies that the gestational age of the fetus calculated from the time of onset of menstrual period is:,40 weeks,42 weeks,280 days,260 days,296 days,"A,C"
276. CS. Use of one of the following vaccination is absolutely contraindicated in pregnancy:,hepatitis B,cholera,rabies,yellow fever,Flu,D
277. CM. Is true about lochia:,vaginal discharge for the first fortnight during puerperium,its reaction is alkaline tending to become acid towards the end,it is caused by dysfunctional uterine bleeding,it must be treated,the average amount of discharge for the first 5-6 days is estimated to be 250 ml,"A,B,E"
278. CS. Put in correct order characteristics of lochia during puerperium :,"rubra , serosa, alba","serosa, rubra, alba","alba, serosa, rubra","alba, mucosa, serosa","serosa, alba, rubra",A
279. CM. Decreased lactation is seen in:,maternal anxiety,antibiotic therapy,cracked nipples,breast abscess,bromocriptine therapy,"A,C,D,E"
280. CM. Contraindication to breast feeding are:,tuberculosis during pregnancy,bromocriptine theraby for mother,heavy breast engorgement,Ca breast,mother on domperidone,"B,D"
281. CM. Contraindication for breast feeding are:,hepatitis-B infection of mother,lithium treatment of mother,acute bacterial mastitis,hepatitis C infection of mother,abscess of the breast,"B,E"
282. CM. Contraceptive methods in lactation mothers are:,barrier method,progesterone only pill,oral contraceptive pills,lactational amenorrhea,IUD,"A,B,D,E"
283. CS. Which contraceptive method is to be avoided in lactation mothers:,barrier method,progesterone only pill,oral contraceptive pills,lactational amenorrhea,IUD,C
"284. CS. Maria, a 30 year old woman develop a deep vein thrombosis in her left calf on fourth post operative day following cesarean section done for fetal distress. The patient is started on heparin and is scheduled to begin a 6 weeks course of warfarin therapy. The patient is a devoted mother who wants to breast feed her baby. What is the advice which is given to the patient:",patient may continue breast feeding at her own risk,patient should breast feed her baby if her INR is at <2.5,patient can breast feed her baby after 6 weeks course of warfarin is over,warfarin is not a contraindication during lactation,warfarin is absolutely contraindicated during lactation,D
285. CS. The uterus becomes pelvic organ after delivery in:,2 days,7 days,14 days,21 days,30 days,C
286. CS. Without breast feeding the first menstrual flow usually begins – weeks after delivery:,2-4 weeks,4-6 weeks,6-8 weeks,8-10 weeks,More than 10 weeks,C
287. CS. Most common immunoglubulin secreted by mother in milk and colostrum is:,IgA,IgG,IgE,IgD,IgM,A
288. CS. Most common cause of first trimester abortion is:,chromosomal abnormalities,syphilis,rubella,rhesus isoimmunization,cervical incompetence,A
289. CS. Recurrent abortion in the first trimester is most often due to:,chromosomal abnormalities,uterine anomaly,hormonal  disturbance,infection,Rh incompatibility,A
290. CM. What drugs are used for first trimester medical abortion,mifepristone,atosiban,methotrexate,misoprostol,ethacridine lactate,"A,C,D"
291. CS. Mifepristone is not used in:,threatened abortion,fibroid,second trimester abortion,molar pregnancy,induction of labor,A
292. CM. Methods of choice for first trimester termination of pregnancy are:,dilatation and curettage,manual vacuum aspiration,mefepristone+misoprostole,methotrexate+gemeprost,electrical vacuum aspiration,"B,C,E"
293. CM. Causes of recurrent abortions are:,TORCH infection,uterine pathology,thrombofilia,herpes infection,HIV infection,"B,C"
294. CS. Most common cause of postpartum hemorrhage is:,trauma,uterine inversion,retained products,uterine atony,bleeding disorders,D
295. CM. Complications of pregnancy increasing risk of postpartum hemorrhage are:,macrosomia,twin pregnancy,hydramnios,gestational hypertension,preterm birth,"A,B,C"
296. CM. Atonic uterus is more common in:,twin pregnancy,primigravida,multigravida,breech delivery,hydramnios,"A,C,E"
297. CM. Drugs used in the treatment of postpartum hemorrhages:,misoprostol,tranexamic acid,mifepristone,carboprost,ergometrine,"A,B,D,E"
298. CM. Postpartum hemorrhage could be a reasonable possibility in the following situations:,oligoamnios,triplets,long labor,breach presentation,thrombocytopenia,"B,C,E"
299. CS. What drug is not used for treatment of postpartum hemorrhages:,oxitocin,syntometrine,misoprostol,oestrogen,tranexamic acid,D
300. CS. What is the drug most commonly used in prevention of postpartum hemorrhage:,oxitocin,syntometrine,misoprostol,ergometrin,tranexamic acid,A
301. CM. Massive postpartum hemorrhage may warrant following interventions:,hysterectomy,thermal endometrial ablation,internal iliac artery ligation,balloon tamponade,uterine artery embolisation,"A,C,D,E"
302. CS. B-Lynch suture is applied on:,cervix,vagina,fallopian tube,uterus,ovaries,D
303. CM. True statements regarding postpartum hemorrhages are:,B-Lynch suture is applied,shirodcar suture is applied,atosiban used,more common in multipara,polyhydramnios is a risk factor,"A,D,E"
304. CM. True statements regarding postpartum hemorrhages are:,misoprostol is used,colloids are the first option for volume replacement,most common cause is trauma,multiple vaginal exams increase the risk,multiparity is a risk factor,"A,E"
305. Q. Which drug is not used for treatment of postpartum hemorrhage,oxytocin,ergometrine,carboprost,ritodrin,syntometrine,D
306. CS. What clinical findings indicate that the bleeding is from a tear?,the bleeding consists of a continuous stream of bright red blood,the uterus is atonic an abdominal palpation,the lost blood do not form clots,dark red clots of blood are passed when the uterus is rubbed up.,fragments of placenta are missing,A
307. CS. What is the probable diagnosis in a patient that suddenly becomes shocked without any signs of vaginal bleeding during the third stage of labor and on abdominal examination the uterus cannot be palpated?,an atonic uterus,a ruptured uterus,an inverted uterus,a cervical tear,placenta acretta,C
308. CS. What is the first step in the management of a postpartum hemorrhage when the placenta has already been delivered?,the uterus must be immediately rubbed up,a rapid intravenous infusion of 40 units of oxytocin should be started,the patient’s bladder must be emptied,the cause of bleeding must be looked for,"the hematocrit, hemoglobin and blood group should be determined",A
309. CM. True statements about placenta accreta are:,seen more frequently in cesarean scar,chorionic villi invade serosa,chorionic villi invade endometrium,it is an etiological factor for amniotic fluid embolism,in most cases hysterectomy is the treatment of choice,"A,C,E"
310. CM. Which are NOT the causes of placenta accreta?,previous cesarean section,previous currettage,previous myomectomy,previous placenta previa,previous abruptio placenta,"D,E"
311. CM. Placenta accreta is NOT associated with:,placenta previa,multiple pregnancy,multiparity,uterine scar,uterine malformations,"B,E"
"312. CS. All of the following drugs are used for prevention and treatment of postpartum hemorrhages, EXCEPT:",misoprostol,oxytocin,mifepristone,ergometrine,carboprost,C
313. CM. Coagulopathy is the cause of postpartum hemorrhage in the following conditions:,prolonged retention of dead fetus,preeclampsia,amniotic fluid embolism,abruptio placenta,retention of placenta,"A,B,C,D"
314. CM. The causes of postpartum hemorrhages are:,uterine hypotonia,soft canal ruptures,clotting disorders,uterine hypertony,uterine inversion,"A,B,C,E"
315. CM. Immediate serious complications of postpartum hemorrhages are:,collapse,shock,death,Sheehan syndrome,Simmons syndrome,"A,B,C"
316. CM. Late serious complications of postpartum bleeding are:,Sheehan syndrome,collapse,thromboembolic disease,decortication,chronical respiratory infection,"A,C"
317. CM. The prophylaxis of bleeding during third stage of labor consists of:,oxytocin administration,controlled cord traction,the examination of placenta and membranes,ice pack over the uterus,routine bladder catheterization,"A,B,C"
318. CM. Treatment of uterine atonia includes:,massage of the uterus,massage of the uterus is contraindicated,bladder catheterization,administration of oxytocin,administration of misoprostol,"A,C,D,E"
319. CM. Which drugs are used for prevention of postpartum hemorrhage,oxytocin,ergometrine,calcium gluconate,ritodrin,syntometrine,"A,B,E"
320. CM. Which oxytocic drugs may be given if there is a contraindication to the use of syntometrine?,ergometrine,a combination of oxytocin and ergometrine,oxytocin,prostaglandin E2,misoprostol,"C,D,E"
321. CM. What are infrequent causes of postpartum hemorrhage:,cervical and vaginal tears,uterine inversion,DIC syndrome,coagulopathy,uterine atonia,"B,C,D"
322. CM. The treatment of a patient with a secondary postpartum hemorrhage will include:,ampicillin and metronidasole,oxytocin,red blood cells transfusion in severe anemia,removal of retained products of conception under general anesthesia,tocolisis,"A,B,C,D"
323. CM. Which of the following are risk factors for uterus rupture?,threatened preterm labor,transversal situs of the fetus,previous cesarean section,hydramnios,contracted pelvis,"B,C,E"
324. CM. Surgical methods used for treatment of massive postpartum hemorrhages include:,uterine and ovarian arteries ligation,McDonald suture,B-Lynch suture,hysterectomy,internal iliac artery ligation,"A,C,D,E"
"325. CS. The following statements are related to postpartum hemorrhages, EXCEPT:",it is always a preventable condition,atonicity of the uterus is the commonest cause,prophylactic oxytocine should be used routinely in the third stage of labor,represent the leading cause of maternal mortality in developing countries,uterine inversion is a rare cause,A
326. CM. Major risk factors for preeclampsia are:,chronic hypertension,primiparity,antiphosfolipid syndrom,previous eclampsia,smoking,"A,C,D"
327. CM. Risk factors for preeclampsia includes:,primiparity,multiparity,obesity,placenta previa,multiple pregnancy,"A,C,E"
328. CS. What is NOT considered criteria of severe preeclampsia:,severe headache,persistent oliguria,level of fibrinogen over 5 g/liter,thrombocytopenia < 100000 mm,elevated liver enzymes,C
329. CM. In preeclampsia impending signs of imminent eclampsia are:,blurred vision,waight gain more that 2 kg per week,severe proteinuria >5 gr/24 hours,severe headache,brick deep tendon reflexes,"A,D,E"
"330. CS. All of the following indicate superimposed preeclampsia, EXCEPT:",new onset proteinuria,increase in systolic BP by 30 mm Hg and/or diastolic BP by 15 mm Hg,trombocitopenia,elevated liver enzimes,oliguria,B
331. CM. The following pathophysiologic changes are characteristic for preeclampsia:,vasoconstriction,hypovolemia,decreased peripheral vascular resistance,increased vascular permeability,activation of coagulation system,"A,B,D,E"
332. CM. Laboratory changes characteristic to severe preeclampsia include:,increased level of creatinine,elevated liver enzymes,decreased hematocrit,thrombocytopenia,hyperproteinemia,"A,B,D"
333. CM. What complications of pregnancy are characteristic to preeclampsia:,fetal growth restriction,preterm delivery,antepartum fetal death,embriopathies,polihydramnios,"A,B,C"
334. CM. What are two main causes of death in women with preeclampsia / eclampsia:,renal necrosis,liver insufficiency,intra-cerebral hemorrhages,pulmonary edema,liver rupture,"C,D"
335. CM. Risk of which complications is increased by preeclampsia:,abruptio placenta,fetal macrosomia,DIC syndrome,postpartum thromboembolism,fetal growth restriction,"A,C,D,E"
336. CM. What are the possible consequences of preeclampsia/eclampsia,antenatal death of the fetus,coagulopathic hemorrhage,prematurity,retinal detachment,placenta previa,"A,B,C,D"
337. CM. Which are the indications for pregnancy termination in case of severe preeclampsia:,persistent oliguria,thrombocytopenia,pulmonary edema,hydramnios,severe fetal growth restriction,"A,B,C,E"
338. CM. What are considered criteria of severe preeclampsia:,proteinuria more than 1 g/day,persistent oliguria,level of fibrinogen over 5 g/liter,thrombocytopenia under 100000 mm,generalized edema,"B,D"
339. CM. Following drugs are used to treat pregnancy associated hypertension:,labetalol,captopril,methyldopa,nifedipine,hydralazine,"A,C,D,E"
340. CM. Which of the following antihypertensives are not safe in  pregnancy:,labetalol,ACE inhibitors,methyldopa,nifedipine,enalapril,"B,E"
341. CS. Which of the following antihypertensives is not given in pregnancy:,labetalol,enalapril,methyldopa,nifedipine,hydralazine,B
342. CM. Which of the following may be an early warning sigh of preeclampsia?,weight gain during the last months of pregnancy,generalized edema especially of the face,leg cramps,edema of the feet at the end of the day,pain on passing urine,"A,B"
343. CM. What are important sighs of magnesium sulphate over-dosage?,respiratory depression,hyperventilation,a urine output of less than 30 ml per hour,depressed tendon reflexes,tachycardia,"A,D"
"344. CS. All of the following can be administered in acute hypertension during labor, EXCEPT:",labetalol,hydralasine,nitropruside,nifedipine,diazoxide,E
345. CS. Which is the drug of choice for management of eclampsia,diazepam,phenitoin,fenobarbital,MgSO4,lytic cocktail regime,D
