question,option_a,option_b,option_c,option_d,option_e,correct_answers
10. Raynaud′s syndrome can be found in patients with:,Gout,Osteoarthritis,Systemic sclerosis,Systemic lupus erythematosus,Rheumatoid arthritis,"C,D,E"
11. Which of the following are signs and symptoms of renal involvement in systemic sclerosis?,Nephroptosis,Proteinuria,Marked leukocyturia,Arterial hypertension,Palpebral edema,"B,D,E"
12. Which of the following autoantibodies can be found in systemic sclerosis:,Antinuclear,Anti- topoisomerase,Anti-dsDNA,Anti-centromere,Anti-Jo1,"A,B,D"
13. Respiratory functional tests in patients with systemic sclerosis can find:,Restrictive syndrome,Gas diffusion changes,Exercise desaturation,Obstructive syndrome,Tiffneau index ≤70%,"A,B,C"
2. Patients with positive anti-Jo1 antibodies are diagnosed with:,Myositis associated with interstitial pulmonary fibrosis,Mixed connective tissue disease,Systemic lupus erythematosus,Sjögren syndrome,CREST syndrome,A
3. Symptoms of gastroesophageal reflux in dermatomyositis are caused by:,Involvement of pharyngeal striated muscle,Inferior esophageal sphincter dysfunction,Cholecystitis,Superior esophageal sphincter dysfunction,Enzymopathies,B
4. For the diagnosis of polymyositis the essential exploration is:,Magnetic resonance imaging,Skeletal scintigraphy,Muscle biopsy,Computer tomography,Pancreatic enzymes assessment,C
6. The following characteristics define dermatomyositis:,Chronic suppurative process,Diffuse process,Extremity muscles involvement,Skin involvement,Internal organs involvement,"B,C,D,E"
10. Which of the following skin lesions are found in dermatomyositis:,Heliotropic rash,Maculo-papular rash,Gottron-sign,Nodular erythema,Alopecia,"A,C"
"2.	The criteria of mixed connective tissue disease include the following, EXCEPT:",Raynaud’s phenomenon,Digital ulcers,Synovitis,Sclerodactily,The presence of anti-U1RNP antibodies,B
3. The presence of anti-U1RNP antibodies is associated with:,Severe renal involvement,Interstitial lung disease,Relatively good prognosis for organ involvement,Poor prognosis for organ involvement,Poor prognosis due to severe musculoskeletal involvement,C
4. Choose the specific clinical manifestation for mixed connective tissue disease:,Digital tip ulcers,Raynaud’s phenomenon,Gottron papules,Subcutaneous nodules,Jaccoud arthropathy,B
5. Choose the skin manifestations found in mixed connective tissue disease:,Meynet nodules,Trophic ulcers,Sclerodactily,Erythema marginatum,Photosensitive rash,"C,E"
9. Treatment of patients with mixed connective tissue disease includes:,Glucocorticosteroids,Antibacterial drugs,Biological therapy,Non-steroidal anti-inflammatory drugs,Cytostatic immunosuppressors,"A,D,E"
2. The specific eye involvement in Sjögren syndrome is:,Optic nerve neuritis,Retinopathy,Lacrimal duct abnormalities,Xerophtalmia,Anterior uveitis,D
3. The specific oral involvement in Sjögren syndrome is:,Lingual deposits,Parodontopathy,Xerostomia,Gingivitis,Hard palate ulcers,C
4. The skin involvement found in Sjögren syndrome is:,Subcutaneous nodules,Malar rash,Nodular erythema,Palpable purpura,Panniculitis,D
8. The biopsy of a minor salivary gland in Sjögren syndrome shows:,Focal syaladenitis,Eosinophilic infiltrate,Lymphocytic infiltrate,non-Hodgkin lymphoma,Fibrinoid necrosis,"A,C"
9. The following glands can be affected in Sjögren syndrome:,Sweat glands,Gastric glands,Pancreatic glands,Thymus,Adrenal glands,"A,B,C"
10. The following immune abnormalities can be frequently found in Sjögren syndrome:,ANCA antibodies,Rheumatoid factor,Anti-DNA antibodies,Anti-phospholipid antibodies,Antinuclear antibodies,"B,E"
12. Local treatment of glandular manifestations in Sjögren syndrome includes:,Anti-inflammatory ointments,Corticosteroids orally,Artificial tears,Artificial saliva,Cytostatics,"C,D"
1. The region of Bouchard nodules development in osteoarthritis is:,Proximal interphalangeal joints,Distal interphalangeal joints,Knee joint,Elbow joint,Metatarsophalangeal joints,A
2. What laboratory indexes are characteristic for osteoarthritis?,Anemia,Leukocytosis,Leukopenia,Thrombocytosis,Normal indexes,E
3. What joint involvement is not characteristic for primary generalized osteoarthritis?,Proximal interphalangeal joints,Distal interphalangeal joints,Wrist joints,Knee joints,Hip joints,C
4. Choose chondroprotective drug used in osteoarthritis:,Diclofenac,Indomethacine,Glucosamine,Cyclophosphamide,Hydroxychloroquine,C
5. What drug is used for viscosupplementation in osteoarthritis?,Hyaluronic acid,Ursodesoxycholic acid,Aminocapronic acid,Acidolactic acid,Malonic acid,A
6. Morning stiffness in osteoarthritis lasts:,5 -30 minutes,30 minutes – 1 hour,1 – 2 hours,2 – 5 hours,All day long,A
7. What are metalloproteinases?,Cathepsins,Physiological tissue inhibitors,Proteolytic systems produced by the chondrocyte,"Growth factors, implicated in cartilage homeostasis",Cytokines with an essential role in the normal metabolism of cartilaginous tissue,C
8. Kellgren – Lawrence (1957) stage I of osteoarthritis has the following characteristics:,The absence of modifications,"Moderate joint space narrowing, multiple osteophytes",Uncertain X-ray changes,"Advanced changes (practically absent joint space, massive osteophytes)","Minimal changes – minimal joint space narrowing, a few osteophytes",E
9. Kellgren – Lawrence (1957) stage III of osteoarthritis has the following characteristics:,The absence of modifications,"Moderate joint space narrowing, multiple osteophytes",Uncertain X-ray changes,"Advanced changes (practically absent joint space, massive osteophytes)","Minimal changes – minimal joint space narrowing, a few osteophytes",D
15. Secondary hip osteoarthritis is characterized by:,Is usually unilateral,Is usually bilateral,Is strictly symmetrical,The disease onset is usually with associated homolateral knee osteoarthritis,The disease onset is usually with associated spinal column osteoarthritis,A
16. Choose the characteristic deformity in hand osteoarthritis:,“Boutonniere” deformity,Ulnar deviation of fingers,“Swan-neck” deformity,Heberden and/or Bouchard nodules,“Camel-back” deformity,D
17. Bouchard nodules are localized at the level of:,Proximal interphalangeal joints of the upper extremities,Proximal interphalangeal joints of the lower extremities,Knee joints,Elbow joints,Shoulder joints,A
18. What joint are predominantly affected in hand osteoarthritis?,Cubitocarpal joints,II and III metacarpophalangeal joints,IV metacarpophalangeal joints,Radiocarpal joints,Risomelic joint of the thumb,E
19. Drugs with pathogenetical action in the treatment of osteoarthritis are:,Slow – acting symptomatic anti – osteoarthritis drugs.,Short – acting symptomatic treatment,Analgesics,Non-steroidal anti-inflammatory drugs,Bisphosphonates,A
41. Primary hip osteoarthritis is characterized by:,Develops over a preceding cause,Has no risk factors,Is determined by the existence of previous traumas,Has a hereditary aspect,Has a post-traumatic aspect,"B,D"
42. The pain in hip osteoarhtitis is characterized by:,Onset of pain during walking,Is relieved in standing position,Is relieved by rest,Is not determined by radiological stage,Intensifies in the second half of the night,"A,C"
43. Final stage knee osteoarthritis is characterized by:,The pain is present only at night,The pain is present only during exercise,Pain appears during stair climbing,Pain appears  both at climbing and going down the stairs,Is associated with severe mobility impairment,"D,E"
knee osteoarthritis the following activities are not recommended:,Ground activities,Aquatic activities,Genuflexions,Prolonged walking on irregular terrain,Jumps,"C,D,E"
"45. Which of the following are diagnostic criteria for hand osteoarthritis, developed by the American College of Rheumatology?",Symmetric involvement of affected joints,Hard tissue enlargement in at least 2 out of 10 selected joints,Radiological changes presenting diffuse osteoporosis,Morning stiffness more than 1 hour,Pain and/or stiffness in the hand joints during most of the days in the last month,"B,E"
46. Which of the following are the components of the diagnostic criteria for knee osteoarthritis (ACR):,Mechanical pain in the knee joint,Presence of Baker’s cyst,Crepitation on active movements,Age less than 50 years,Joint osteophytes (clinic and on X-ray),"A,C,E"
47. Which of the following instrumental investigations are useful in the diagnosis of osteoarthritis:,X-ray,Osteodensitometry,DXA,MRI,Arthroscopy,"A,D,E"
48. Kinetotherapy in osteoarthritis promotes:,Prevention of periarticular muscle atrophy,Restoration of the intraarticular cartilage thickness,Prevention of the instability of the affected joint,Disappearance of inflammation,Cessation of deformity development,"A,C"
"49. Drugs with “rapid” action, used in the treatment of osteoarthritis are:",Hyaluronic acid,Non-opioid analgesics,Non-steroidal anti-inflammatory drugs,Glucosamine,Chondroitin – sulphate,"B,C"
50. Which of the following instrumental investigations are used to visualize joint cartilage?,X-ray examination,Ultrasound examination,Technetium skeletal scintigraphy,CT imaging,Arthroscopy,"B,D,E"
1. Osteoporosis is defined as a T-score on DXA lower than:,1.0 standard deviations (SD),1.1 standard deviations (SD),-1.5 standard deviations (SD),-2.0 standard deviations (SD),-2.5 standard deviations (SD),E
2. The assessment of major osteoporotic fracture risk is done using:,Physical examination,FRAX tool,DXA,Ultrasound densitometry,Radiological exam,B
3. Choose clinical manifestation of osteoporosis:,Fever,Fragility fractures,Pain during bone percussion,Tetany,Marked weakness,B
T-score of -1.1 SD on DXA in a 65-year old patient is defined as:,Normal values,Osteopenia,Osteoporosis,Severe osteoporosis,Increased value,B
5. The daily necessity of Vitamin D in a person older than 50 years is:,600 IU,700 IU,800 IU,900 IU,1000 IU,C
6. The mechanism of action of denosumab is:,Tumor necrosis factor-α blocker,IL-1 antagonist,RANKL inhibitor,RANKL action modulator,Osteoprotegerin antagonist,C
7.  T-score in Dual-energy X-ray Absorptiometry represents:,Total bone mass,"The risk for fragility fractures in the next 10 years, presented in percent",The number of standard deviations of the bone mineral density (BMD) compared with values in a healthy young subject,The number of standard deviations of the bone mineral density (BMD) compared with values in a healthy subject of the same age and sex,Irradiation dose used,C
8  Z-score in Dual-energy X-ray Absorptiometry is:,Total bone mass,"The risk for fragility fracture in the next 10 years, presented in percent",The number of standard deviations of the bone mineral density (BMD) compared with values in a healthy young subject,The number of standard deviations of the bone mineral density (BMD) compared with values in a healthy subject of the same age and sex,Irradiation dose used,D
"9. Select, which of the following can be a localization of major osteoporotic fractures:",Clavicle,Calcaneus,Mandible,Proximal third of the femur,Sternum,D
18. Select the bisphosphonates used in the modern treatment of osteoporosis:,Alendronate,Etidronate,Zolendronate,Clodronate,Ibandronate,"A,C,E"
21. Select correct statements referring to Denosumab:,Is a biological agent,Can be used as a first-line agent in the treatment of osteoporosis,Increased compliance due to a comfortable regimen of administration,Low rate of adverse reactions,Contraindicated in the postmenopausal period,"A,B,C,D"
22. Select the causes of secondary osteoporosis:,Rheumatoid arthritis,Long term corticosteroid use,Alcohol abuse,Osteoarthritis,Type I diabetes mellitus,"A,B,C,E"
23. Risk factors for the development of primary osteoporosis are:,Genetic statute,Age,Body mass index > 25,Alcohol abuse,Regular physical exercise,"A,B,D"
24. Osteoclast activation is stimulated by:,RANKL,Osteoprotegerin,Parathormone,"IL-1, IL-6",Testosterone,"A,C,D"
25. Select correct statements referring to osteoporosis:,Its incidence rises with age,Men are affected more often,Early diagnosis is established with the help of plain X-ray,Bone mineral density increases,Fragility fractures represent clinical expression of the disease,"A,E"
26. Osteoporosis can clinically manifest with:,Worsening of thoracic kyphosis,Pain along vertebral column,Joint swelling,"Height reduction of 2,5 cm during one year",Ferrum deficiency anemia,"A,B,D"
27. Select correct statements referring to vertebral fractures in osteoporosis:,In the majority of cases patients can identify the moment of the fracture,The pain can be of low intensity,"Untreated, the pain usually subsides in 2 – 6 weeks","Can lead to thoracic deformities, height reduction",Can be treated with injections of polymethylmethacrylate in vertebral bodies,"B,C,D"
28. The phases of the bone remodeling cycle are:,Induction,Activation and resorbtion,Inversion and bone formation,Mineralization,Constitution,"B,C,D"
29. Select the vertebral deformities in osteoporosis:,Wedge,Concave and biconcave,Crush,Deltoid,Pseudoconcave,"A,B,C"
30.  Bone resorption markers are:,Collagen type I telopeptides,Arginine,Hydroxyproline,Osteonectin,5p tartrate resistant acid phosphatase,"A,C,E"
31. Typical localizations of fractures in osteoporosis are:,Proximal femur,Vertebral column,Ribs,Distal 1/3 of tradius,Proximal humerus,"A,B,D,E"
32.   Increased bone resorption occurs due to:,Decreased intestinal absorption of calcium,Increased renal calcium excretion,Decreased renal calcium excretion,Increased parathormone activity,Reduction of estrogen production,"A,B,D,E"
33.  Dual-energy X-ray absorptiometry can be used for:,Diagnosis of osteoporosis,Determination of bone turnover,Risk assessment of fracture,10-year fracture risk assessment,Monitoring of the response to the treatment,"A,C,E"
