question,option_a,option_b,option_c,option_d,option_e,correct_answers
CM Which of the following statements are true regarding dynamic renal scintigraphy?,It can be performed in azotemia,It is used to diagnose vesicoureteral reflux,Can determine early functional renal impairment,The patient does not need a special preparation,It is contraindicated in case of iodine allergy or pregnancy,"A,C,D,E"
CM Which of following therapy measures are recommended in chronic pyelonephritis?,Bed rest during fever,Adequate water intake,Regulate bowel movements,Balanced diet and correct hygiene,Administration of glucocorticoid,"A,B,C"
CM In which patients with acute pyelonephritis the pain can be absent?,Children,Pregnant women,People with diabetes mellitus,Alcoholics,Transplanted patients,"C,D,E"
Which of the following sentence regarding routine urinalysis is FALSE?,It consists of a microscopic examination,It consists of a macroscopic examination,It is a chemical and physical examination of the urine,It is recommended to collect the first morning urine,It is a costly laboratory test,E
Which of the following sentence regarding urine culture is FALSE?,Under 10 000 microbes/l – is considered an insignificant bacteriuria,Between 10 000 – 100 000 microbes/l – there is a suspicion of infection,Above 100 000 microbes/l – it is considered that there is a urinary infection,Below 1 000 microbes/l – it is not considered to be a urinary infection,Below 10 000 microbes/l – is considered to be a significant bacteriuria,E
Which of the following cannot be determined in a microscopic urine examination?,Epithelial cells,Pyuria,Hematuria,Casts,Specific gravity,E
Choose the FALSE sentence regarding routine urinalysis?,"It is a simple, fast and cheap test",It is a mandatory screening test in all hospitalized patients,It is recommended to collect the first morning urine in a clean recipient,In emergencies can be collected during any time of the day,It is recommended only in patients with renal pathology,E
"In which clinical scenarios, renal ultrasound is less practical?",To determine the size of kidneys,"To characterize intrarenal masses, such as tumors, abscesses or cysts",To determine the kidneys location,In the screening of polycystic diseases,To grade chronic kidney disease,E
Which of the following is NOT a micturition disorder?,Dysuria,Rare urination,Difficult micturition,Pollakiuria,Polyuria,E
Pollakiuria is described by which of the following sentence?,The increase of urinary frequency in 24 h,Diuresis >2000 ml/ 24h,Urinary incontinence,Vesical tenesmus,Painful urination,A
Which of the following sentence defines polyuria?,The increase of urinary frequency in 24 h,Diuresis >2500 ml/ 24h,Urinary incontinence,Vesical tenesmus,Painful urination,B
The presence of only hyaline casts can be found in?,Can be found in chronic glomerulonephritis,Can be found in chronic pyelonephritis,Can be found in renal amyloidosis,Can be found in any renal disease,It does not have a diagnostic value,E
Which of the following sentence defines urinary incontinence?,The increase of urinary frequency in 24 h,Diuresis >2500 ml/ 24h,Involuntary leakage of urine,Vesical tenesmus,Painful urination,C
Which of the following sentence defines dysuria?,The increase of urinary frequency in 24 h,Diuresis >2500 ml/ 24h,Involuntary leakage of urine,Vesical tenesmus,Painful urination,E
Which of the following sentence regarding urinary retention is FALSE?,It is the inability to completely empty the bladder,It can be complete or incomplete,It can be acute or chronic,It can with or without vesical enlargement,It can be initial or terminal,E
Which of the following sentence regarding rare micturition is FALSE?,The number of micturition is 1-2 / 24 h,It can be associated with oliguria,It can appear in congenital or acquired megalocystis,It is frequent in acute kidney injury,It is frequent after an increased intake of water,E
What type of urinary incontinence cannot be determined in adults?,True urinary incontinence,False urinary incontinence,Unconsciousness urinary incontinence,Involuntary urinary incontinence,Physiological urinary incontinence,E
The best method to determine bacteriuria is?,Microscopic examination of urine,Urine culture,Macroscopic examination of urine,Urine test strip,Calorimetry,E
Which of the following sentence in true about antibiotic susceptibility testing,It has a significant clinical importance,It does not possess a clinical importance,It is important only in pyelonephritis,It is important only in interstitial nephritis,It is important only in glomerulonephritis,A
Which of the following defines anuria?,Diuresis <100 ml/ 24 h or <4 ml/h,Involuntary leakage of urine,Vesical tenesmus,Painful urination,Diuresis >2000 ml/ 24 h,A
Which of the following defines nocturia?,The complaint that the individual has to wake at night one or more times for voiding,Diuresis <100 ml/ 24 h or <4 ml/h,Diuresis >2000 ml/ 24 h,Unconsciousness urinary incontinence,Difficult micturition,A
Opsiuria is defined as:,Excretion of urine more rapidly during fasting than after a meal,The situation when the volume of nocturnal diuresis is equal to the volume of  diurnal diuresis,Diuresis >2000 ml/ 24 h,Diuresis <100 ml/ 24 h or <4 ml/h,Involuntary urinary leakages,A
Which of the following sentences defines hematuria?,The presence of a high number of erythrocytes in the urine which originate above the urethral sphincter,The situation when the volume of nocturnal diuresis is equal to the volume of diurnal diuresis,Diuresis >2000 ml/ 24 h,Diuresis <100 ml/ 24 h or <4 ml/h,The presence of hyaline casts in urine,A
Which of the following manifestations can be found in a typical acute nephritic syndrome?,Hematuria,Proteinuria,Azotemia,Water and NaCl retention,Pyuria,"A,B,D"
Which of the following can be assessed at a macroscopic urine examination?,Turbidity,Color,Smell,Specific gravity,Urinary pH,"A,B,C"
Which of the following can be assessed at a chemical analysis of urine?,Density,Proteinuria,Urinary pH,Color,Smell,"A,B,C"
Which of the following can be assessed at a microscopic urine examination?,Epithelial cells,Leukocytes,Red blood cells,The presence of casts,Turbidity,"A,B,C,D"
Which of the following are micturition disorders?,Dysuria,Rare micturition,Painful urination,Anuria,Oliguria,"A,B,C"
Which of the following are micturition disorders?,Pollakiuria,Urinary retention,Urinary incontinence,Polyuria,Oliguria,"A,B,C"
Which of the following are diuresis disorders?,Pollakiuria,Urinary retention,Urinary incontinence,Polyuria,Oliguria,"D,E"
Which of the following are diuresis disorders?,Opsiuria,Rare micturition,Painful urination,Anuria,Nocturia,"A,D,E"
Which are the indications for renal ultrasound?,To determine the size of the kidneys,"To characterize intrarenal masses, such as tumors, abscesses or cysts",To determine the kidneys location,In the screening of polycystic diseases,To grade chronic kidney disease,"A,B,C,D"
Which are the features of renal colic?,The pain diminishes while lying in bed,The pain diminishes while standing,Radiates in genital organs,Radiates in abdominal flanks,The pain worsens in vibrations,"C,E"
In which of the following diseases can be manifested by colic pain?,Nephrolithiasis,Blood clots in the urinary tract,Polycystic kidney diseases,Glomerulonephritis,Chronic pyelonephritis,"A,B"
Which of the following drugs are used for the management of renal colic?,Antispasmodics,Nonsteroidal anti-inflammatory drugs,Diuretics,Antibiotics,Analgesics,"A,B,E"
Which of the following drugs are NOT used for the management of renal colic?,Antispasmodics,Nonsteroidal anti-inflammatory drugs,Antipyretics,Antibiotics,Analgesics,"C,E"
Which of the following describe bladder pain?,Has a suprapubic localization,Radiates to the urethra and perineum,Does not radiate at all,Has a burning quality,Never ceases after urinary catheterization,"A,B,D"
Which of the following diseases cause more frequently bladder pain?,Acute and chronic cystitis,Prostate diseases,Tumors of the bladder,Acute retention of urine,Urethral stones,"A,C,D"
Which are the features of pelvic-perineal pain?,Has a tension-like or sharp quality,Has a burning quality,Radiates to external genital organs,Does not radiate to external genital organs,It is associated with urinary disorders,"A,C,E"
Which are the conditions that can cause pollakiuria?,Inflammatory diseases of the bladder,Tumors of the bladder,Bladder neck obstruction,Benign prostatic hyperplasia,End-stage renal disease,"A,B,C,D"
What are the disorders that can lead to dysuria?,Prostate diseases,Urinary bladder diseases,Cardiac diseases,Urethral diseases,Nephroptosis,"A,B,D"
Which of the following diseases can lead to painful urination?,Cystitis,Urethritis,Cardiac diseases,Disorders of the bladder neck,Central nervous system disorders,"A,B,D"
Which of the following are true regarding urinary retention?,The inability to completely empty the bladder,Can be complete or incomplete,Can be acute or chronic,Can be associated with bladder distension,Can be initial or terminal,"A,B,C,D"
Select the types of anuria?,Parasitic,Non-parasitic,Prerenal,Renal,Postrenal,"C,D,E"
What types of proteinuria exists?,Selective,Unselective,Tubular,Initial,Terminal,"A,B,C"
"According to the protein source, proteinuria can be:",Prerenal,Renal,Postrenal,Initial,Terminal,"A,B,C"
Which of the following are the correct regarding the classification of proteinuria?,Selective,Unselective,Nephrotic,Non-nephrotic,Initial,"A,B,C,D"
According to the classification hematuria can be:,Microscopic,Macroscopic,Initial or terminal,Only microscopic,Only macroscopic,"A,B,C,D"
Which diseases can cause pyuria?,Purulent renal diseases,Urinary bladder diseases,Prostate and urethral diseases,High blood pressure,Low blood pressure,"A,B,C"
The main morphological manifestation of the rapidly progressive glomerulonephritis is:,The proliferation of the mesangium,The deposition of the antigen-antibody complexes,Endocapillary proliferation,Extracapillary proliferation (crescent formation) in the glomerular capsule,"Interstitial edema, fibrosis",D
Which drug group helps to decrease the intraglomerular hypertension in chronic glomerulonephritis?,α-adrenoblockers,β-adrenoblockers,Inhibitors of angiotensin-converting-enzyme,Calcium channel blockers,Antiplatelet drugs,C
Which drug group is the basic treatment of the edema in acute glomerulonephritis?,Aldosterone antagonists,Antiplatelet drugs,Diuretics,Carbonic anhydrase inhibitors,Anticoagulants,C
The clinical manifestation of the lipoid nephrosis (minimal change disease) is:,Hypertension,Recurrent hematuria,Nephrotic syndrome,Nephritic syndrome,Leukocyturia,C
"The main change in the immune test, in the hematuria caused by the Berger's disease (IgA nephropathy), is:",Hypocomplementemia,Elevated IgG titer,Elevated IgM titer,Elevated IgA titer,Elevated IgD titer,D
Which urinary changes are characteristic for acute glomerulonephritis?,Isosthenuria,Hematuria,Leukocyte casts,Neutrophilic leukocyturia,Chyluria,B
There are NO changes on light microscopy in which morphological type of chronic glomerulonephritis?,Mesangial proliferative,Masangiocapillary,Membranous,Minimal change disease,Focal segmental glomerulosclerosis,D
Which of the following drug groups has a nephroprotective (antiproteinuric) effect?,Angiotensin receptor blockers,Loop diuretics,Antiaggregant medication,Antibiotics,Keto-analogues,A
Which of the following glomerular nephropathy is a proliferative one?,Minimal change disease,Focal segmental hyalinosis,IgA nephropathy,Extramembranous glomerulonephritis,Focal segmental glomerulosclerosis,C
The etiological treatment of the acute glomerulonephritis includes:,Prednisolone,Antibiotics,Cytostatic drugs,Diuretics,Antihypertensive drugs,B
The pathogenetic treatment of acute glomerulonephritis:,Is indicated in all the cases,Is not indicated,"Is indicated, depending of the onset of the disease","Is indicated, depending of the degree of proteinuria","Is indicated, if the creatinine level is increased",B
Which one of the following drug groups has a nephroprotective (antiproteinuric) effect?,Angiotensin receptor blockers,Loop diuretics,Antiplatelet drugs,Antibiotics,Keto-analogues,A
The chronic glomerulonephritis has the following etiology:,Poststreptococcal,Only allergic,Only inflammatory,Polyetiological,Neoplastic,D
"What dietetically approaches are indicated in the glomerulonephritis, accompanied by the arterial hypertension and edemas?",Limited salt intake to 1.5 g/day,Increased salt intake,Increased fluid intake,Increased high calorie foods intake,Limited carbohydrate foods intake,A
How long does the treatment of the chronic glomerulonephritis last?,Several weeks,2-3 months,6 months,From 6 months to 2 years,Lifelong,E
"Name the morphological type of glomerulonephritis, where the prednisolone treatment has a minimal influence?",Minimal change disease,Mesangial proliferative,Fibroplastic,Mesangial membranous,Membranous,C
What is the correct prednisone starting dose per kg in the treatment of chronic glomerulonephritis,"0,3 – 0,4 mg","0,5 – 0,6 mg","0,7 – 0,8 mg",1 mg,2 mg,D
"Most often, in young women, the glomerulonephritis can be a manifestation of:",Dermatomyositis,Systemic lupus erytheematosus,Systemic Sclerosis (Scleroderma),Polyarteritis nodosa,Polymyalgia rheumatic,B
Indications for the initiation of corticosteroid therapy in chronic glomerulonephritis are:,Nephrotic syndrome,Urinary syndrome,Arterial hypertension,Renal failure,As a preventive measure,A
"After the administration of ACE inhibitors for the treatment of chronic glomerulonephritis, we're expecting a positive effect on the:",Hematuria,Proteinuria,Hyperkalemia,Hyperlipidemia,Peripheral edemas,B
What is the target for blood pressure in the treatment of chronic glomerulonephritis:,≤160/80 mmHg;,˂130/80 mmHg;,˂110/70 mmHg;,≤90/60 mmHg;,˂120/60 mmHg;,B
"An 18-years old person, two weeks after an acute tonsillitis, develops edema, macrohematuria and arterial hypertension. The most likely diagnosis is:",Acute glomerulonephritis,Acute pyelonephritis,Flare of chronic glomerulonephritis,Apostematous nephritis,Renal amyloidosis,C
"Mild proteinuria, arterial hypertension, associated with hematuria and edemas, are characteristic for:",Acute glomerulonephritis,Pyelonephritis,Nephrolithiasis,Cystitis,Fibromuscular dysplasia,A
The renal failure in subacute glomerulonephritis develops:,After 3-5 weeks after the onset of the disease,After 1 year after the onset of the disease,After 3 years after the onset of the disease,From the first days of the disease,The onset of renal failure depends of the degree of arterial hypertension,A
"The long-term persistence of the urinary syndrome in the acute glomerulonephritis is characteristic, first of all, for:",The tendency of transformation of acute glomerulonephritis in chronic,The preservation of the renal function,The development of the nephrotic syndrome,The development of the chronic renal failure,It is a normal situation,A
Which age group is the most predisposed to develop the acute glomerulonephritis?,Under 2 years,From 2 to 40 years,During climacteric period,Menopausal women,During puberty,B
The first-choice antibiotic in the treatment of poststreptococcal glomerulonephritis is:,Erythromycin,Cefazolin,Imipenem,Penicillin,Gentamicin,D
The most characteristic morphological picture in the acute glomerulonephritis is:,Mesangial proliferative glomerulonephritis,Interstitial edema,Fibrocellular modifications,Focal proliferation of endothelial cells,Proliferative endocapillary glomerulonephritis,E
Which one of the following is characteristic for the acute phase of the acute glomerulonephritis?,Tachycardia,Bradycardia,Extrasystole,Atrioventricular block,Atrial fibrillation,B
The ASO titer in the acute glomerulonephritis is the highest:,In the first 3 weeks of the disease,In the first 6 months of the disease,In the first year of the disease,In the first two years of the disease,In the first 3 years of the disease,A
Which glomerular diseases can be included in „glomerulopathies”?,Only glomerular diseases that somehow affect the glomeruli,Only glomerular diseases where proliferative cellular lesions can't be found at the biopsy,Only glomerular diseases where proliferative cellular lesions can be found at the biopsy,Glomerular impairment of infectious cause,Glomerular impairment of autoimmune cause,B
Which glomerular diseases can be included in „glomerulonephritis”?,Only the diseases that somehow affect the glomeruli,Only the diseases where proliferative cellular lesions can't be found at the biopsy,Only the diseases where proliferative cellular lesions can be found at the biopsy,Glomerular impairment due to an infectious cause,Glomerular impairment due to an autoimmune cause,C
Epithelial proliferation (crescent formation) found at the renal biopsy is a pathognomonic sign:,Acute poststreptococcal glomerulonephritis,Rapidly progressive glomerulonephritis,Mesangial proliferative glomerulonephritis,Focal segmental glomerulosclerosis,Minimal change disease,B
Which one of the following drug groups has a nephroprotective (antiproteinuric) effect?,Angiotensin receptor blockers,Loop diuretics,Antiplatelet drugs,Antibiotics,Keto-analogues,A
Which of the following can suggest the transformation of the acute nephritis in the chronic nephritis?,The persistence of the urinary syndrome,The decrease of the renal function,The appearance of the nephrotic syndrome,Macrohematuria,Hypertension from the first days of the disease,"A,B,C"
Which of the following changes of the urine are characteristic for acute glomerulonephritis?,Hypersthenuria,Hematuria,Subnephrotic range proteinuria,Cylinders in the urinary sediment,Bacteriuria,"A,B,C,D"
The treatment principles of the acute glomerulonephritis consist of:,"Bed rest, restriction of salt and fluids intake",The treatment of the etiological factor (streptococcal infection),The symptomatic treatment of edemas and arterial hypertension,In all the cases – pathogenetic treatment with prednisone,Anti-relapse treatment with nephroprotective drugs,"A,B,C"
"The pathogenetic chains, which lead to glomerular proteinuria, are:",The decrease of the negative charge of glomerular basement membrane,The alteration of the glomerular basement membrane by the lysosomal enzymes,The glomerular hypertension,The decreased oncotic pressure of the plasma,The hypoperfusion of renal glomeruli,"A,B,C"
"In the hematuria caused by the Berger's disease, the following changes can be found in the immunogram:",Hypocomplementemia,Elevated titer of IgG,Elevated titer of IgA1,Elevated titer of IgA,Elevated titer of IgE,"C,D"
The non-proliferative forms of glomerulonephritis are:,Membranous nephropathy,Minimal change disease,Focal segmental glomerulosclerosis,IgA nephropathy,Membranoproliferative glomerulonephritis,"A,B,C"
Which immunological changes can be found in the poststreptococcal glomerulonephritis?,Elevated titer of the antibodies against the streptococcal antigens,Elevated titer of the renal autoantibodies,The presence of the antinuclear antibodies,Hypocomplementemia,Hypercomplementemia,"A,D"
What is the purpose of anticoagulants and antiaggregant medication in the treatment of chronic glomerulonephritis?,Prevention of coronary thrombosis,Prevention of thromboembolic syndrome,Acting on the local processes of intravascular intraglomerular coagulation A,Prevention of renal artery thrombosis,The increase of the ischemic glomeruli perfusion,"A,B,C,E"
Which are the indications of the corticosteroid therapy in the chronic glomerulonephritis?,High disease activity,Nephrotic syndrome without hypertension and hematuria,Isolated proteinuria,Isolated hematuria,Hypertension,"A,B"
The rapidly progressive glomerulonephritis is characterized by:,Rapidly progressive renal failure,Slowly progressive renal failure,Leukocyturia,Microscopic hematuria,Sometimes macroscopic hematuria,"A,D,E"
"Most frequently, the rapidly progressive glomerulonephritis is characterized by:",Usually moderate glomerular proteinuria,Usually massive glomerular proteinuria,Massive microscopic hematuria,Rapidly progressive renal failure,Slowly progressive renal failure,"A,C,D"
"Which markers should be monitored in the patients with chronic glomerulonephritis, who are treated with cytostatics?",Serum creatinine,Peripheral blood leukocytes,Cholesterol,ECG,The state of the transparent ocular media,"A,B"
"The corticosteroids, used in the treatment of the chronic glomerulonephritis, influence the next pathogenetic chains:",They inhibit the antibody synthesis,They inhibit the inflammatory processes,They block the activation of the complement system,They decrease the permeability of the glomerular basement membrane,They decrease the hypercoagulation,"A,B,C,D"
"Which of the following affirmations, concerning acute glomerulonephritis, are correct?",The hypertension isn't characteristic for the beginning of the disease,The encephalopathy is more frequent in children,The atypical evolution of the disease is more frequent in the elderly,"In the elderly, the clinical picture can be dominated by the symptoms of the congestive heart failure",The nephrotic syndrome is frequently found,"B,C,D"
The ways of the evolution of the acute poststreptococcal glomerulonephritis are:,Healing,Chronicity,Rapidly progressive evolution,Development of septicemia,Development of poststreptococcal endocarditis,"A,B,C"
"Which of the following antihypertensive drugs has also an antiproteinuric effect, useful in the treatment of the chronic glomerulonephritis?",Angiotensin-converting-enzyme inhibitors,Loop diuretics,Centrally acting antihypertensives,Angiotensin receptor blockers,Beta-blockers,"A,D"
