question,option_a,option_b,option_c,option_d,option_e,correct_answers
15. MC. Which forms of non-specific acute mediastinitis are primitive?,Mediastinitis caused by the mediastinal trauma without harming the mediastinal organs.,Mediastinitis caused by the mediastinal trauma with harming the mediastinal organs.,Mediastinitis caused by mediastinal trauma with pleural and lung damage.,Mediastinitis succeeding a source in the neighborhood.,Metastatic mediastinitis (succeeding generalized infections).,"A,B,C"
16. MC. Which syndromes and symptoms are characteristic for acute mediastinal disease?,Retrosternal pain.,Diarrhoea with blood and mucous membranes.,Dysphagia.,Breathlessness.,The instability of hemodynamics.,
"1. SC. The following statements regarding the risk factors in the development of cardiovascular pathology are true, except:",Hypertension.,The high level of HDL cholesterol (high density cholesterol fraction).,Age.,Male gender.,Diabetes mellitus.,B
2. SC. At which level is localized the most rare atherosclerotic conditions:,The abdominal aorta.,Intramural coronary arteries.,Leg arteries.,Brain arteries.,External coronary arteries.,B
"3. SC. For radionuclear angiography, the following statements are true, except:",The procedure performed for the first time allows the left and right ventricle to be studied.,"The term - ejection fraction, is not based on geometric parameters.","Due to the high resolution properties, the first-time procedure allows the morphological valvular study.",Radionuclear angiography may be useful in detecting coronary heart disease caused by effort.,This investigation may be useful for the prognosis of patients who have had infarction,C
4. SC. Which of the following congenital heart diseasesis at risk of septic endocarditis:,Persistent arterial duct.,Tetralogy of Fallot.,Subvalvular aortic stenosis.,Interatrial septal defect.,Interventricular septal defect.,D
5. SC. One of the most important clinical investigations for the differential diagnosis between the foramen ovale (ostium secundum) of the interatrial septum and ostium primum is:,Diffusion of the II sound.,Prominence of the left sternal wall at palpation.,Mezodiastolic sound in the lower left sternum.,Incomplete block of the left branch of Hiss bundle.,Deviation of the heart axisto the left.,E
6. CS. Which of following affirmation is not characteristic for aortic coarctation:,More commonly occurs in men.,Frequently is associated with Turner syndrome.,Frequently associated with the aneurysm in the circle of Willis.,Frequently associated with the biluminal aortic valve.,Increases the risk of aortic rupture in the first trimester of pregnancy.,E
7. SC. Which affirmation about persistent arterial duct is false:,It is more common in women.,More frequently occurs in newborns with mothers who have had rubella in the first trimester of pregnancy.,More frequently occurs in newborns with mothers who underwent toxoplasmosis in the first trimester of pregnancy.,More often occurs in premature births.,More often in newborns at high altitude conditions.,C
"8. MC. Patent Ductus Arteriosus (PDA), select the correct answers:",PDA connects the aorta with the pulmonary artery.,PDA connects the ascending aorta with the pulmonary artery.,"In the initial PDA period, oxygenation of the blood in the small circuit is increased.",Initially in pulmonary hypertension the arteriolar miofibers hypertrophy.,In the IV phase of pulmonary hypertension the bloodstream changes its direction through the PDA.,"A,C,D,E"
"9. MC. Patent Ductus Arteriosus (PDA), select the correct answers:","In the case of PDA, after birth, the blood pressure in the pulmonary artery is higher than in the aorta.","For the onset of PDA, is characterized by the systolo-diastolic murmur in the presence of the unidirectional blood flow.",The PDA defect can pass from pale to cyanotic.,"In patients with the onset of PDA, pulmonary hypervolemia occurs.","In the PDA, in the absence of surgical treatment, the most severe changes first occur in the small bloodstream.","A,C,D,E"
"10. MC. Patent Ductus Arteriosus (PDA), select the correct answers:",The PDA occlusion can be performed without thoracotomy.,The PDA operation is performed by thoracotomy with channel ligation.,The PDA operation can consist of sectioning and suturing the aortic and pulmonary ends.,"In the ligation of the PDA, the vagus nerve can be affected more frequently.","In the ligation of the PDA, the recurrent nerve can be affected more frequently.","A,B,C,E"
"11. MC. Ventricular Septal Defect (VSD), select the correct answers:","In the VSD, systolic murmur spreads across the whole chest.",Pale defect can be turned into cyanotic.,Palliative surgery can only be performed after the age of one year.,Palliative surgery can be performed within the first three months of life.,The operation performed in the cyanogenic phase is ineffective.,"A,B,D,E"
"12. MC. Atrial Septal Defect (ASD), select the correct answers:","In the septum defect plasty, the surge is applied continuously.",In ASD plasty dotted sutures are applied.,Electrocardiography detects signs of overloading only in the right chambers of the heart.,The left ventricle remains under solicited.,Morphological changes in the small bloodstream occur gradually.,"A,B,D,E"
"13. MC. Constrictive pericarditis, select the correct answers:",The small bloodstream is trained in the process by compressing the pulmonary veins.,The liver relatively soon increases due to strangulation of the inferior cave vein and right atrium.,The operation consists of total pericardectomy.,The operation consists of subtotal pericardectomy.,"After the pericardectomy, the heart is denuded.","A,B,C,E"
"14. MC. Tricuspid insufficiency, select the correct answers:",Excessively jugular veins pulsation.,Excessively carotid arteries pulsation.,"In the liver, as a result of venous stasis, cirrhosis develops.",Peripheral edema occurs.,"Viciousness can be corrected by valve plasty, narrowing of the fibrous ring, application of valvular prosthesis.","A,C,D,E"
"15. MC. Coarctation of the aorta, select the correct answers:",Narrowing of the aorta occurs after the beginning of the brachiocephalic artery.,Narrowing occurs distal to the left subclavian artery.,Blood passes to the lower part of the body through the dilated subclavian artery.,The tension in the femoral arteries is diminished.,Plasty in the coarctation of the aorta consists in the excision of the narrowed segment with end-to-end suture or the application of the vascular prosthesis.,"A,B,D,E"
"16. MC. Isolated pulmonary artery stenosis (IPAS), select the correct answers:","In IPAS, narrowing can be valvular or subvalvular.","In IPAS, the trunk of the pulmonary artery is dilated.","In IPAS, the tension in the small blood stream reflectory increases.",In IPAS the second sound on the pulmonary artery is diminished.,"Operation in IPAS consists of open comisurotomy, excision of muscle surplus, application of plastic patch.","A,B,D,E"
"17. MC. Tetralogy of Fallot, select the correct answers:",Is characterized by excessive cyanosis.,There are forms that periodically (especially at rest) become acyanotic.,Frequently associated with lipothymy.,Minute circulating volume in the small blood stream is diminished.,The left atrium is overstretched.,"A,B,C,D"
18. MC. Coronary bypass procedures have been demonstrated to:,Reduce the incidence of myocardial infarction.,Significantly relieves angina symptoms.,Statistically improve the life span.,Improve the ejection fraction of the left ventricle in many patients in whom it is significantly depressed preoperatively.,To reduce the manifestations of overhepatic portal hypertension.,"A,B,C,D"
19. MC. Which of the following signs are characterized the cardiac tamponade:,Increased venous pressure.,Shock.,Low minute cardiac volume.,Increased diastolic filling.,Low blood pressure.,"A,C,D,E"
20. CS. Which of the following anomalies is not associated with tetralogy of Fallot?,Absence of the left pulmonary artery.,A right aortic arch.,A retroesophageal subclavian artery.,Anomalous origin of the left anterior descending coronary artery from the right coronary artery.,Primary pulmonary hypertension.,E
21. MC. Which are the tipic clinical simptoms of the mitral stenosis:,Decreased heart flow (debit).,Atrial fibrillation.,Systemic embolism.,Increase of peripheral resistance.,Pulmonary edema.,
1. CS. Which of the following is the fundamental anatomo-pathological lesion of chronic pancreatitis?,Wirsungian lithiasis.,Necrhosis.,Fibrosclerosis.,Suppuration.,Pseudocysts.,C
2. CS. Which of the following radiological signs (abdominal radiographs) is most specific to chronic pancreatitis?,The sentinel loop.,Calcifications in the pancreas area.,Colonic pneumatosis.,Hydro-aeric images.,Wirsungian stenosis,B
3. CS. Which of the following dietary measures have more importance in the treatment of chronic pancreatitis?,Increased intake of vitamins.,Increased protein intake.,Reduction of carbohydrate rations.,Refuse of alcohol.,Increased of plant intake.,E
4. CS. Which of the following medical treatments can improve the symptoms of chronic pancreatitis?,Drugs with vasodilatation effects.,Vitamins.,Pancreatic substitution enzymes.,Choleretics drugs.,Propanolol.,C
5. CS. Which of the following is the main indication of surgical treatment in chronic pancreatitis?,Weight loss.,Portal hypertension.,Pseudocysts.,Pain.,Pancreatic calcifications.,D
6. CS. Which of the following situations is indicationfor Puestow operation (wirsungo-jejunostomy)?,Multiple pseudochists.,Infected pseudocysts.,Wirsung dilatation.,Normal Wirsung.,None of them.,C
7. CM. Which of the following factors are incriminate in the etiology of chronic pancreatitis:,Channel obstruction.,Alcoholism.,Portal hypertension.,Malnutrition.,Biliary lithiasis.,"A,B,D,E"
8. CM. Which of the following clinical signs can occur in chronic pancreatitis:,Pain.,Jaundice.,Steatorrhea.,Anemia.,Weight loss.,"A,B,C,E"
10. CM. Which of the following may be the complications of pancreatic pseudocysts?,Rupture in the peritoneal cavity.,Intracystic haemorrhage.,Erosionof the aorta.,Digestive stenosis.,Abcess.,"A,B,D,E"
11. CM. Which of the following can be methods of treatment of a pancreas pseudocyst?,Alcoholization.,Excision.,Internal drainage.,Laser destruction.,External drainage.,"B,C,D"
12. CM. Which of the following methods can be used in the treatment of  pancreatic ascytes?,Parenteral nutrition.,Paracentesis.,Diuretic drugs.,Propranolol.,Surgical treatment.,"A,B,E"
13. CM. Which of the following complications of chronic pancreatitis may require surgical treatment?,Biliary obstruction.,Wirsungian lithiasis with Wirsung duct dilation and pronounced algic syndrome.,Digestive stenosis.,Repeated acute pancreatitis.,Portal hypertension.,"A,B,C,E"
14. CS. Which is the preferate method of treatment of pancreatic postnecrotic pseudocyst agingup to 3 months:,External drainage.,Cysto-digestive derivatives.,Drainage of Wirsung.,The left splenopancreatectomy.,Total pancreatectomy.,A
"15. CS. Cancer of the pancreas are translated by the following phenomenon, except:",Progressive jaundice.,Enlarged palpable gallbladder.,Pruritus.,Colangitis.,Atrophic liver.,E
16. CM. Which are the clinical manifestations of the non-suppurative pancreatic pseudocyst:,Algic syndrome.,Fever.,Local symptoms.,Intoxication.,Palpable abdominal tumour.,"B,D"
17. CS. Which is the method of choice in surgical treatment of pancreatic pseudocyst?,Enucleation.,Marsupialization.,Transparietal drainage.,Internal derivation (cysto-jejunostomia).,None of them.,D
"18. CM. From the following statments, choose the possible causes of steatorea:",Insufficient lipase activity in current doses,Inactivating lipase in the stomach,Bacterial contamination,Using of cimetidine,Using omeprazole,"A,B,C"
19. CM. Choose the correct afirmations about congenital cysts of the pancreas:,They are pseudocysts by the presence of the epithelial layer.,"If they are solitary, they are presented as abdominal tumors.",Multiple cysts rarely associate with other congenital disorders.,The elective exam is abdominal ultrasound.,The elective exam is transhepatic percutaneous colangiography.,"A,B,D"
20. CM. Best studies for detecting complications of acute and chronic pancreatitis are:,"Cholecystokinin, a hormone released from the duodenal mucosa, is the predominant stimulus for pancreatic enzyme secretion",Gastrin is a major stimulant for pancreatic bicarbonate secretion,Secretin is released from the duodenum upon mucosal acidification and stimulates pancreatic bicarbonate secretion,"Acetylcholine, released from pancreatic nerves, stimulates enzyme secretion","Hystamine, released from the duodenal mucosa, stimulates the passage of non-active enzymatic complexes of the pancreas into active enzymes in the lumen of the duodenum.","A,B,C"
22. CM. Which of the following statements about algic syndrome in chronic pancreatitisare correct:,The development of algic syndrome is associated with the development of exocrine insufficiency of the pancreas.,Reduction of intraductal pressure through decompressive surgery can reduce pain.,Peripancreatic nerve alteration at histological examination is demonstrated in chronic pancreatitis.,Celiac plexus blockade results in limited improvement in most patients.,The development of algic syndrome is associated with the development of endocrine insufficiency of the pancreas.,"A,C,D"
23. CM. Which of the following statements about pancreatic abscessesare correct:,They are associated with the development of respiratory distress at the adults.,They can be prevent by administration of broad spectrum antibiotics.,They determine urgent surgical treatment with necrotic tissue debridement.,Diagnosis can be confirm by percutaneous puncture with fine needle aspiration of peripancreatic fluid.,Surgical treatment consists in the application of internal anasthomoses.,"A,B,D"
24. CM. Which of the following statements about the pancreatic pseudocystare true:,"In the absence of complications, drainage of the pseudocyst should be limited to cases, where the pseudocyst has a size greater than 6 cm and persists for more than 6 weeks.",The pseudocyst associated with normal pancreatic duct can also be treated by percutaneous drainage.,"The pseudocyst, located proximal to stricture of the pancreatic duct, must be treated by percutaneousdrainage.","The pseudocyst, located in the pancreatic head, can be drained endoscopically through the major or minor duodenal papilla.","In the cases of the pseudocyst's supurative complications, external drainage must be performed.","A,C,D,E"
25. CM. Which are the correct afirmations about the role of alcohol in development of chronic pancreatitis:,Increase the protein enzymes in pancreatic juice.,Increase the pancreatic blood flow.,Increase the permeability of pancreatic ducts.,Precipitatethe calcium in pancreatic ducts.,conduct to spazm of the Oddi sphincter.,
1. CM. Which information may suggest upper digestive radiography with barium milk and hypotonic duodenography in postcholecystectomic syndrome:,Tumors of the ampulla.,Indirect signs of pancreatic tumor.,Gastric tumors with invasion in the hepatic ligament.,Duodenal disorders.,Condition of intra-and extrahepatic biliary pathways.,"A,B,C,D"
2. CM. Retrograde endoscopic colangiopancreatography in postcolecystectomic syndrome reveals:,Stenosis of papilla duodenalis major.,Acute or chronic cholecystitis.,Benign and malignant stenosis of main biliary duct.,Sclerosingangiocolitis.,Jejunal and ileal diverticulas.,"A,B,C,D"
3. CM. Which of the following moments are important in the profilaxis of postcolecystectomic syndrome:,Complete pre- and intraoperative diagnosis.,Correct surgical technique.,A surgical tactics as appropriate as clinical situation.,Using intraoperative colangiography.,The full refusal from the laparoscopic cholecystectomy in favor of cholecystectomy by the open method.,"A,B,C,D"
"4. CS. Mechanical jaundice is caused by the following pathological situations, except:",Choledocholithiasis.,Cancer of the pancreas and papilla duodenalis mayor.,Liver and gallbladder cancer.,Primary and secondary malignant tumors of the liver.,Duodenal malrotation.,E
5. CS. Which of the following surgical methods to restorate the bile passage into the digestive tract is not applicable in case of tumors of the hepato-pancreato-duodenal area:,Tumor removal with bilio-digestive anasthomoses.,Bilio-digestive by-pass anasthomoses.,Transtumoral stanting.,External drainage of the main biliary way and microjejunostomy type Delany.,Pancreatojejunostomy.,E
6. CS. Which of the next afirmations is not characteristic for acute colangitis:,Fever with hectic thermal curve.,Fever with chills.,Sweating and thirsting.,Hepatomegaly.,Enlarged painless gallbladder.,E
7. CS. Which of the following clinical situations do not require intraoperative verification of  assumed permeability of the main biliary duct:,Obstructive jaundice.,Pseudotumorous chronic pancreatitis with jaundice.,Dilatation of hepatocholedocus.,Choledocholithiasis.,Duodenal diverticulum.,E
8. CS. Which of the following clinical signs is not a characteristic formalignant obstructive jaundice:,Fever with chills.,Jaundice.,Weight loss.,Skin pruritus.,Dyspeptic signs.,A
9. CS. That anatomical structure requires a rigorous intraoperative exploration in case of mechanic jaundice:,Liver.,Spleen.,Duodenum.,Bile duct.,Right colon.,D
10. CS. What is the main way of penetration of infectious germs in biliary tree:,The arterial way.,The venous way.,The lymphatic pathway.,From the duodenum.,Through artero-venous shifts.,B
"11. CM. Which of the following clinical signs represent the pentad of Raynold, in the case of acute cholangitis:",The Vilard-Charcot triad.,Hypotonia.,Encephalopathy.,Ascytes.,Gastrointestinal bleeding.,"A,B,C"
12. CM. Which of the following statements about uremigen jaundice in acute cholangitis are true:,It is characterized by progressive hepato-renal insufficiency.,Exclude the main bile duct lithiasis.,Requires prolonged preoperative training.,Requires decompression of the bile tree with strong antibiotic therapy.,In serious cases are indicated the bilio-digestive derivations.,"A,D"
13. CM. Which of the following conditions may contribute to the diagnosis ofpostcolecystectomy syndrome?,Confused diagnosis.,Cardio-vascular disorders.,Disordersof the hepato-pancreatic area as complications of cholelithiasis.,Incomplete or inadequate operation on biliary ways.,Injury due to incorrect surgical gesture (iatrogenic lesions).,"A,C,D,E"
14. CM. Which of the following clinical signs characterize the postcolecystectomic syndrome?,Dysphagia.,Biliary colic.,Transitory jaundice.,Pirosis.,Low back pain.,"B,C"
15. CM. Which of the following diseases may lead to thepostcolecystectomic syndrome?,Disorders of the main biliary duct and papilladuodenalis major.,Disorders of the liver and pancreas.,Disordersof the duodenum.,Diseases of other organs of the digestive system.,Esophageal diverticulas.,"A,B,C"
16. CM. Which of the following radiological investigations can indicate the possible causes of the postcolecystectomy syndrome?,Retrograde endoscopic colangiography.,Duodenography with barium milk.,IMR-colangiography.,Peroral colangiography.,Transparietohepatic colangiography.,"A,C,E"
17. CM. Which are the main factors contributing to appearance of the long cystic or cysto-vesicular duct after cholecystectomy?,Subhepatic inflammatory infiltrate.,Difficult anatomic variations in subhepatic space and hepato-duodenal ligament.,Surgeon incompetence or negligence.,Liver cirrhosis.,Duodenostasis.,"A,B,C"
18. CM. Which are the most common causes of postcolecystectomy syndrome?,Obstructive biliary tract disorders.,Diseases of papilla duodenalis mayor.,Duodenal disorders.,Diseases of the pancreas.,Diseases of the right colon.,"A,B"
19. CM. Which are the most common complications of retrograde colangiopancreatography?,Acute pancreatitis.,Intramural trauma.,Acute cholangitis.,Bleeding.,Acute cholecystitis.,"A,C,E"
"20. CM. Which of the following pathologies can be traced to the sonografic exam, conducted in a patient with postcolecistectomic syndrome?",Dilatation of the bile ducts.,Choledocholithiasis.,Duodenostasis.,Diseases of the pancreas.,Congenital malformations of the liver.,"A,B,D,E"
21. CM. What are the most common causes of obstructive jaundice?,Choledocholithiasis.,Congenital maladies of the gallbladder.,Cancer of the head of the pancreas.,Traumatic and inflammatory strictures of the bile ducts.,Parasitic diseases of the liver.,"A,C"
"22. CM. Which of the following features are characteristic for obstructive jaundice, caused by cancer of the head of pancreas?",Yellow-greenishskin.,Intensive dark brown color of the urine.,Aholicfecal masses.,Pronounced pruritus.,The emergence of jaundice is preceded by crampy pains in the right subhepatic space.,"A,B,C,D"
23. CM. In which of the following cases Courvoisier-Terrier sign is missing in clinical picture of cancer of the head of pancreas?,In cholecystectomized patients.,In patients with choledocolithiasis.,In patients with sclerosing-atrophic cholecystitis.,In patients with liver cirrhosis.,In fatty patients with hepatomegaly.,"A,C,E"
24. CM. In which of the following circumstances of ampular and pancreatic cancer is possible to use gallbladder for internal bilio-digestivederivatives?,Absence of pains.,Existence of a sufficient distance between the cystico-choledocian junction and the tumor.,Cystic duct is permiable,Absence of tumoral invasion in the stomach.,Absence of tumoralperipancreatic adenopathies.,"B,C"
25. CM. Which of the following signs are characteristic ofbenign mechanical jaundice?,Progressive jaundice.,Fluctuant jaundice.,The emergence of jaundice is preceded by hecticfever during three days.,The emergence of jaundice is preceded by crampy pains in the right subhepatic space.,The presence of the Courvoisier-Terrier sign,
1. CS. What is the scintigraphic image of the toxic adenoma of thyroid gland?,Basedow disease.,The toxic adenoma.,Association of hyperthyreoidism with thyroid cancer.,Thyroid hormone which induced the thyreoxicosis.,Secondary hyperthyroidism of secondary thyroid tumors.,D
3. CS. Which of the following drugs should be used in the treatment ofthyreotoxicosis?,Mebendazole.,Biseptol.,Mercazolil.,Omeprazole.,Ampicillin.,C
"4. CS. After 24 hours from subtotal thyreoidectomy for thyreotoxicosis, it occurs:hustle the patient, tachycardia - 180 /min, arhythmia, hyperthermia. Which kind of postoperative complication occurred?","Turgery, face cyanosis.",Cardio-respiratory and gastric disorders.,"Bitonal voice, aphonia.","Miosis, enophthalmia, bradycardia, palpebral ptosis.","Brain disorders, lipothimia.",D
7. CS. Which of the following statements about thyroid pathologies is not correct?,"In chronic thyroiditis Hashimoto, we detect anti-thrombolytic and antimicrosomal antibodies.",Basedov's disease reveals tireostimulatory immunoglobulins (LATS-P).,Thyroid benign tumors are adenomas.,In chronic thyroiditis Rideltakes place induration of thyroid gland.,Basedov's diseaseaffects only women of childbearing age.,E
8. CS. What is the exact name of the tireotoxicadenoma?,Disease Graves-Basedov.,Chronic thyroiditis Hashimoto.,Plummer's disease.,Chronic thyroiditis Ridel.,Subacute thyroiditisde Quervain.,C
9. MC. Which are the possible causes of thyreotoxic crisis after surgical intervences on thyroid gland?,Suspension of medicinal treatment.,Infectious or neuro-psychologicalaggression.,Limited surgical interventions.,Bleeding in postoperative period.,Spicy foods.,"A,B,C"
10. CS. Which is the most sensitive and specific method to identify the patients with Zollinger-Ellison syndrome?,Serum titration of anti-thyroid antibodies.,Dosage of serum gastrinemia.,Appreciation of kateholamines.,pH-metriaof gastric juice.,Dosage of serum bilirubinemia.,B
11. CM. Which of the following statements about sporadic goiter are true?,Increasedsize of the thyroid gland.,Normal function of the thyroid gland.,It occurs about 20% of the population of some area.,It occurs more frequently in women.,Is is transmitted autosomal recessive.,"A,B,D,E"
12. CM. Which kind of complications may appear in the evolution of a sporadic goiter?,Compression of adjacent anatomical structures.,Interstitial bleeding.,Acute thyroiditis.,Hiperparathyreosis.,Malignant degeneration.,"A,B,C,E"
13. CM. Which are the indications for surgical treatment in one’s goiter?,Failure of the medical treatment.,Diffuse parenchymatous goiter at onset.,Goiter with hyperthyreoisis.,Nodular goiter.,Goiterwith malignancy.,"A,C,D,E"
"14. CM. Depending on the situation, which of the following types of surgery may be used in the treatment of goiter?",Subtotal thyreoidectomy.,Total lobectomy.,Total thyreoidectomy.,Subtotal lobectomy.,Radical neck dissection.,"A,B,C,D"
15. CM. Which of the following statements about tyreotoxicosis are true?,"Cardiovascular, digestive and neuropsychial syndrome.","It has neuro-psychological features, related to etiology, age, morbid association.",The amount of clinical and visceral manifestations is a consequence of an excess of thyroid hormone,The amount of clinical manifestations is not the consequence of excess thyroid hormone,Severity of clinical manifestations is join only with the age of patient.,"A,B,C"
16. CM. The manifestations of the thyroid crisis include?,"Hyperthermia, tachycardia, hypertension.","Thermophobia, sweating, paresthesia.","Agitation, confusional state, vomiting.","Exophthalmia, insomnia, muscle atrophy.","Endophthalmia, hypothermia, hypotension.","A,C"
17. CM. What statements about benign tumors of the thyroid gland are correct?,"They are represented by adenomas, are asymptomatic, develop slowly.",They have a acute debut with early onset.,Metastasis is frequent and early.,"In 70% of cases, they appear as ""cold"" nodules on the scintigram.","In 70% of cases they appear as ""hot"" nodules on the scintigram.","A,C"
18. CM. Which of the following examinations are useful for the preoperative diagnosis of malignancies goiter?,Thyroid scintigraphy.,Serum antibody titration.,Basic metabolism.,Iodine indices.,Biopsy through aspiration puncture (FNA).,"A,E"
19. CM. Which of the following statements about Multiple Endocrine Neoplasia Type I (MEN1) are true?,"It is composed of tumors or hyperplasias of parathyroids, pancreatic islets and hypophysis.","It is composed of tumors or hyperplasias of the adrenals, pancreas and hypophysis.","In MEN 1, hyperparathyroidism is the most common manifestation (90-100%).",The hypophysis adenoma appears in almost all patients with MEN 1.,MEN 1 is an autosomal dominant genetic abnormality.,"A,C,D,E"
20. CM. Which of the following describtions of Zollinger-Ellison syndrome are true?,"Multiple ulcers or multiple recurrent ulcers, atypical, with grave and rapid evolution.",Quantitative and qualitative gastric hypoaesthesia.,Gastric chemistry indicates abundant basal hypersecretion.,Gastric-secretory tumor (gastrinoma).,Serum gastrin values ​​are very low.,"A,C,D"
21. CM. What statements about Hashimoto lymphocytic thyroiditis are true?,It is autoimmune disease.,It occurs predominantly the women.,High titers of anti-thyroid antibodies are highlighted in the  serum.,Disease is often familial with other autoimmune conditions.,"Clinic appears as a rough, woody, compressing goiter.","A,B,C,D"
23. CM. What statements about multiple endocrine neoplasias are incorrect?,There are syndromes where tumors are present in the same individual with interest two or more endocrine glands.,Both forms MEN I and MEN II have a thyroid component.,In the MEN I and MEN II forms the thyroid component is missing.,"MEN II syndrome presents three varieties: type A, B and family type.",Feocromocytoma is a component of MEN I syndrome.,"C,E"
24. CM. What statements about Hashimoto lymphocytic thyroiditis are true?,It is autoimmune disease.,It occurs predominantly the women.,High titers of anti-thyroid antibodies are highlighted in the serum.,Disease is often familial with other autoimmune conditions.,"Clinic appears as a rough, woody, compressing goiter.",
1. CS. The source of hemorrhage in digestive tract is localized more frequently in:,Esophagus,Stomach,Duodenum,Small bowel,Colon,B
"2. CS. Where is the demarcation line, starting from where we can talk about upper and lower digestive tract haemorrhages:",At the level of papilla of Vater,At the level of inferior duodenal flexion,At the duodenol-jejunal angle,With 30-50 cm distally from ligament Treitz,At the level of  Bauhin valve,C
3. CS. From the clinical signs of haemorrhage the less relevant  as the criteria of severity of blood loss is:,Hematemesis,Characteristics of pulse and arterial blood pressure level,Respiratory rate,Signs of peripheral vasoconstriction,Melena,E
4. CS. The folowing system does not participate in the blood loss compensation:,Nervous vegetative system,Cardiovascular system,Endocrine system,Hematopoietic system,Immune system,E
"5. CS. About the influence of poor microcirculation on internal organs in conditions of hypovolemia, caused by blood loss, it is more easier to estimate the  functional disorders of:",Brain,Cord,Lngs,Large and small bowel,Kidneys,E
6. CS. From the methods of diagnosis of upper digestive haemorrhage the priority has:,Endoscopy,X-ray with barium.,Scintigraphy,Angiography,Diagnostical laparotomy,A
7. CM. The risk of persistence or recurrence of haemorrhage is particularly high when:,The patient  is in shock,Hemoglobin <70 g / l,Endoscopy reveals the gastric ulcer with  active bleeding,Patient's age > 50 years,Patient's age < 20 years,"A,B,C"
8. CM. Endoscopical signs of active bleeding from the ulcer are:,Arterial blood in the jet,Visible vessel,Oozing of the blood alongside the thrombus,Blood clots  in the stomach,„Coffe-ground”  in the stomach,"A,B,C"
9. CM. The selection of surgical tactics in bleeding from ulcer is determined by:,Sock or not stable hemodynamics,Reccurence of haemorrhage in first hours or days after stabilisation,Haemorrhage associated with ulcer perforation,Insignificant prolongation of the endoscopically detected blood in a patient with stable hemodynamic,Stopped  bleeding,"A,B,C,D"
11. CM. In election of surgical method of treatment of haemorrhagic ulcer  are taken into account:,Ulcer localization,Type of secretion,Patient's condition,Haemorrhagic episodes in anamnesis,Type of patients professional conditions,"A,B,C"
12. CM. Stress ulcers differ from duodenal and gastric ulcers by:,Etiopathogenesis,Morphopathological characteristics,Clinical evolution,Complications,Clinical manifestations,"A,B,C"
"13. CM. Patient with spontaneous stopping of haemorrhage from esophageal varices has serum bilirubin within 35-50 mcmol/l, serum albumin - 30-35 g/l, transient ascites, neurological oligosimptomatology, good nutritional status. Which treatments are acceptable in this case:",Sclerotherapy,Porto-systemic shunt,Transparietohepatic embolization of the gastric veins,Sugiura operation,Liver transplantation,"B,D"
14. CM. For intraoperative diagnosis of the causes of low digestive haemorrhage  are acceptable:,Exploration of the intestine,Videopanendoscopy,Selective mesenteric angiography,Enterotomy and colotomy,Gastrotomy,"A,B,C"
15. CM. Among intraoperative methods in  Mallory-Weiss syndrome surgery  is used:,Wide gastrotomy,Exploring of the integral stomach,Suturing of the fissure  by catching the submucosal and muscular layers,Eploring the adjacent organs,Pyloroplasty,
1. CS. One of the most common causes of entero-mezenteric infarction is:,Obstruction of the arteries through embolism or thrombosis,.Mesenteric venous thrombosis,Outside compression of the mesenteric vessels,"Heart failure, arrhythmias, hypovolemia",Ttraumatic injuries of  mesenteric vessels,A
2. CS. The main source of arterial embolism is:,Deep veins thrombosis of of lower limbs,Pathological processes in the left cord,Cord and artery operations,Aortic ulcer ateromatosis,Aortic aneurysm,B
"3. CS. Spontaneous detachment and primitive thrombus fragmentation may be favored by the following factors, except:",Changes in strength and rhythm of cardiac contractions,Variations of arterial pressure,Physical and mental overexertion,Autolysis of thrombotic masses,Administration of synthetic anticoagulants,E
4. CS. The relatively higher frequency of upper mesenteric artery embolism than the inferior artery is not related to:,Topography of the vessels,Caliber of the vessel,Angle of derivation from of the aorta,Atherosclerotic vessel changes,There is nothing of the above,D
5. CS. Ischemia of the entire small bowel and ceco-ascendent segment occurs in case of obstruction of:,Superior mesenteric artery in segment I,Superior  mesenteric artery in segment II,Ileocolic artery,Left colic artery,Inferior mesenteric artery,A
6. CS. Organic changes caused by various pathological processes are the main premise of thrombosis of the superior mesenteric artery. More often in this role is presented:,Obliterative thrombangeitis,Atherosclerosis,Periarteritis nodosa,Non-specific aorto-arteritis,Fibromuscular hyperplasia,B
7. CS. In which aortic pathology the obstruction of superior  and inferior mesenteric arteries may be simultaneous:,Atherosclerosis,Nonspecific arteritis,Dissecting aneurysm,Thrombosis,Embolism of  bifurcation of aorta,C
"8. CS. All factors, listed below, may contribute to the appearance of non-occlusive mesenteric circulation disorders, except:",Heart failure,Arithmia,Hypovolemia,Adrenomimetics,Cardiac  glycosides,D
"9. CM. Which of the following factors, listed below, may contribute to the appearance of non-occlusive mesenteric circulation disorders:",Heart failure,Arithmia,Hypovolemia,Adrenomimetics,Cardiac  glycosides,"A,B,C,E"
10. CM. Which statements about upper mesenteric artery obstruction by embolism or thrombosis are correct:,Mmainly  people in age > 50 years  are affected,Is mainly found in women with overweight,Occurs more frequently in the presence of signs of generalized atherosclerosis,May occur due to chronic intestinal ischemia,The main source of embolism is left  heart,"A,C,D,E"
11. CM. What are the most common causes of entero-mezenteric infarction:,Acute obstruction of the celiac trunk,Embolisation and thrombosis of upper mesenteric artery,Superior  mesenteric vein thrombosis,Obstruction of inferior mesenteric artery,Low cardiac output and long circulatory depression,"B,C,E"
