question,option_a,option_b,option_c,option_d,option_e,correct_answers
CM. What are mitral regurgitation symptoms:,Inspiratory dyspnea on exertion,Palpitations,Cardiac asthma attacks,Syncope,Retrosternal pain on exercise,"A,B,C"
CM. What are anatomical changes in mitral stenosis:,Flail leaflet,Commissural fusion,Thickening and shortening of chords,Leaflet fusion,Inflammatory and sclerotic changes of mitral ring,"B,D"
CM. What are the auscultation signs in mitral stenosis?,1st heart sound enhancement at the apex,1st heart sound attenuation at the apex,Systolic murmur on apex,Diastolic murmur on apex,2nd sound 2 splitted at apex,"A,D,E"
CM. What are ECG signs in mitral stenosis?:,Broad P wave in DII ( > 100 ms),Left axis deviation,Right axis deviation + tall R waves in V1,Atrial fibrillation,Increased Sokolov-Lyon index,"A,C,D"
CM. What are mitral stenosis symptoms?:,Inspiratory dyspnea on exertion,Expiratory dyspnea at rest,Cardiac asthma attacks,Syncope,Chest pain,"A,C"
CM. What statements describe severe mitral stenosis?,Mitral opening surface < 1.5 cm,Mitral opening surface < 1.0 cm,"Mitral orifice surface is less than 2,0 cm",Left atrium average pressure > 30 mmHg,Left atrium average pressure > 20 mmHg,"B,D"
CS. Choose the most common type of cardiomyopathy:,Arrhythmogenic,Dilated,Hypertrophic,Restrictive,Toxic,B
CS. What is affected the most in dilated cardiomyopathy?,Systolic function,Diastole function,Blood pressure,Pulse,Peripheral resistance,A
CS. What is the left ventricular ejection fraction in dilated cardiomyopathy?:,70%,60%,50%,100%,25-39%,E
CS. Indicate the characteristic changes in dilated cardiomyopathy on echocardiography:,Dilation of all cardiac chambers,Isolated left ventricular dilation,Increase ejection fraction,Isolated right ventricular dilatation,Interventricular septum hypertrophy,A
CS. What is affected the most in hypertrophic cardiomyopathy?:,Systolic function,Diastolic function,Blood pressure,Pulse,Peripheral resistance,B
CS. Indicate the characteristic changes in hypertrophic cardiomyopathy on echocardiography:,Dilatation of all cardiac chambers,Left atrial dilation,Increase of ejection fraction,Isolated right ventricular dilatation,Interventricular septum hypertophy,E
CS. What is the morphological change in restrictive cardiomyopathy?,"Diffuse, marked thickening of endocardial and parietal left ventricle, sometimes-right ventricle",Left ventricle hypertrophy,Cardiomegaly,Efilation (thin) of right ventricle walls,Spongy myocardium,A
CS. Indicate the morphological changes in arrhithmogenic cardiomyopathy:,"Diffuse, marked thickening of endocardial and parietal left ventricle, sometimes - right ventricle",Left ventricle hypertrophy,Cardiomegaly,Efilation (thin) of right ventricle walls,Spongy myocardium,D
CS. Which cardiomyopathy has favorable prognosis?,Hypertrophic cardiomyopathy,Alcoholic cardiomyopathy,Dilated cardiomyopathy,Restrictive cardiomyopathy,Arrhythmogenic cardiomyopathy,B
CM. What hemodynamic changes occur in dilated cardiomyopathy:,Decrease of LVEF ejection fraction,Stroke volume reduction,Increase heart chamber volumes,Increased LV diastolic pressure,Increased LVEF,"A,C,D"
CM. What are ECG changes in dilated cardiomyopathy:,Increased Sokolov-Lyon index,QRS complex > 0.12 sec,« f » waves,Pathological Q-waves,Low QRS voltage,"B,C,E"
CM. Which drugs are used in dilated cardiomyopathy:,Diuretics,ACE inhibitors,Antiarrhythmics,Anticoagulants,NSAIDs,"A,B,C,D"
CM. Choose the types of hypertrophic cardiomyopathy:,Obstructive,Nonobstructive,Apical,Restrictive,Dilated,"A,B,C"
CM. What are clinical symptoms in hypertrophic cardiomyopathy with LV outflow tract obstruction?,Inspiratory dyspnoea,Exercise independent constrictive retrosternal pain,Syncope,Heart palpitations,Anasarca,"A,B,C,D"
CM. What are ECG changes in dilated cardiomyopathy?:,Increased Sokolov-Lyon index,QRS complex > 0.12 sec,« f » waves,Pathological Q-waves,Low QRS voltage,"B,C,E"
CM. What are ECG changes in hypertrophic cardiomyopathy?,Increased Sokolov-Lyon index,Increased QRS voltage,Frequent association with atrial fibrillation,Deep “dagger-like” Q waves in inferior leads,Low QRS voltage,"A,B,C,D"
CM. Indicate the correct treatment of patients with obstructive hypertrophic cardiomyopathy:,Cardiac glycosides,Beta blockers,Nitrates,Diuretics,Antiarrhythmics,"B,D,E"
CM. What are ECG changes in dilated cardiomyopathy?:,Increased Sokolov-Lyon index,QRS complex < 0.08 sec,Frequent association with atrial fibrillation,Pathological Q waves in V1-V4,Low QRS voltage,"A,C,D,E"
CM. What invasive methods are used for severe-obstructive hypertrophic cardiomyopathy treatment?:,Partial myoectomia,Alcohol septal ablation,1st septal artery embolization,Cardioverter-defibrillator implantation,LVAD implantation,"A,B,C,D"
CM. What are ECG changes in dilated cardiomyopathy?:,Increased Sokolov-Lyon index,QRS complex < 0.08 sec,Frequent association with atrial fibrillation,Pathological Q waves in V1-V4,Low QRS voltage,"A,C,D,E"
CM. Which diseases can conduct to restrictive cardiomyopathy development?,"Loffler's syndrome (endomyocardial fibrosis, eosinophilia)",Cardiac amyloidosis,Systemic lupus erythematosus,Hemochromatosis,Lyme disease,"A,B,D"
CM. What are clinical features of diffuse myocarditis:,Inspiratory dyspnea,Fatigability,Palpitations,Sever angina pain,Syncope,"A,B,C"
CS. What is the most common etiological cause of myocarditis?,Viral,Fungal,Toxic,Bacterial,Radiation,A
CS. The most useful and informative diagnostic method for myocarditis is:,Electrocardiography,Echocardiography,Heart X-ray,Coronary angiography,Phonocardiography,B
CS. Select the predominant histological infiltrate in viral myocarditis:,Monocytes,Lymphocytes,Eosinophils,Polymorphonuclear cells,Neutrofiles,B
CS What are ECG signs in myocarditis:,Absence of P wave,Left and right ventricule hypertrophy,Low QRS voltage,Left and right atrium and hypertrophy,Complete right brunch bundle block of His,C
CS. The standard diagnostic criteria in myocarditis is:,Echocardiography,Endomyocardial biopsy,Coronary angiography,Myocardial scintigraphy with technetium - 99,Pharmacological test,B
CS. What medication is contraindicated in acute myocarditis:,Diuretics,Angiotensin converting enzyme inhibitors,Antiarrhythmic medication,NSAIDs,Immunoglobulin,D
CM. What are the main mechanisms of cardiac damage in myocarditis:,Myocardial cell damage caused by invasion of the infection,Immunologically mediated myocardial damage,Direct action of toxins on the myocardium,Sympatoadrenergic mechanism,Neurohormonal activation,"A,B,C"
CM Mention the arrhythmias that can be associated to myocarditis:,Complete sinoatrial block,Ventricular extrasistolies,Atrial tachycardia,Atrial fibrillation,Sinusal tachycardia,"B,C,D,E"
CM. What are clinical features of diffuse myocarditis:,Inspiratory dyspnea,Fatigability,Palpitations,Sever angina pain,Syncope,"A,B,C"
CM What clinical syndromes can be found in myocarditis:,Respiratory failure,Heart failure,Chest pain,Arrhythmias,Abdominal sindrom,"B,C,D"
CM. Choose specific cardiac biomarkers in myocarditis:,CK - MB,LDH,Troponin I,ALAT,β - lipoproteides,"A,B,C"
CM. What are morphological Dallas criteria of active myocarditis:,Poor cells infiltration,Abundent inflammatory cell infiltration,Myocytes necrosis,Myocytes hipertrophy,(Not provided in source document),"B,C"
CM. The non-infectious causes of myocarditis are:,Autoimmune diseases,Drug hypersensitivity,Toxins,Radiation,Q - fever,"A,B,C,D"
CM. What are ECG signs in myocarditis:,Low QRS voltage,Cardiac arrhythmias,Heart block,Right ventricular hypertrophy,Right atrium hypertrophy,"A,B,C"
CM. What are myocarditis complications:,Arrhythmias,Conductibility abnormalities,Congestive heart failure,Thromboembolism,Left ventricle aneurysm,"A,B,C,D"
CM. What are morphological Dallas criteria of active myocarditis:,Poor cells infiltration,Abundent inflammatory cell infiltration,Myocytes necrosis,Myocytes hipertrophy,Myocytes degeneration,"B,C"
CM What are LAB changes in myocarditis:,Macrocytic erythrocytes,Hight C -reactive protein,Prezence of circulating immune complexes,"High LDH, CK-MB, troponine",Hypochromic anemia,"B,C,D"
CM. What are the medications used in acute staphylococcal myocarditis treatment?,Diuretics,Inhibitors of converting angiotensin II enzyme,Immunoglobulin,Antiarrhythmics,Corticosteroids,"A,B,C,D"
CM. What group of drugs may increase viral replication in acute myocarditis?,Corticosteroids,Antiinflamatory drugs,Antibiotics,Antiarrhythmics,Diuretics,"A,B"
CS. Indicate the most common type of syncope:,Vasovagal syncope,Situational syncope,Postural syncope,Neurologic syncope,Postural orthostatic tachycardia syndrome,A
CS. What is the origin of neurally mediated syncope?,Long standing position,Low blood presure,Diabetes,Spinal cord trauma,Cardiac arrhythmias,A
CS. What is situational syncope:,Primary autonomic failure,Secondary autonomic failure,"syncope that occurs with a fixed event such as micturition, deglutition, exercise induced",syncope mediated by emotional distress such as fear or physical pain,"syncope caused by hypovolemia (bleeding, diarrhea, vomiting)",C
CS. What is the correct statement about orthostatic hypotension:,Sudden BP lowering with 40 mmHg in orthostatism,Progressive SBP lowering in orthostatism,Tachycardia that happens within 10 minutes of standing after sitting/lying down,Decrease of the systolic blood pressure by at least 20 mmHg and diastolic blood pressure by at least 10 mmHg within 3 min of stand up,Occurs in chronic fatigue syndrome,D
CS. Which drug may cause orthostatic hypotension:,Anticoagulants,Diuretics,Antiarrhythmics,Antidiabetics,NSAIDs,B
CS. Orthostatic hypotension is more frequently met in:,Adult population,Elderly patients,Young women,Adolescents,Young men,B
CS. What is the correct statement about carotid sinus hypersensitivity syncope:,Occurs in mild neck stimulation,"Caused by swallowing, defecation, visceral pain",Occurs by emotional stress,Occurs by instrumental manipulations,Occurs during or immediately after the swallowing,A
CS. The most common causes of cardiac syncope:,Hypovolaemia,Structural heart disease,Conductibility and rhythm disorders,Pulmonary valve stenosis,Aortic dissection,C
CS. The initial diagnostic method of cardiac syncope is:,Eco-Doppler,Electrocardiogram,Chest X-ray,Tilt table test,Coronary angiography,B
CS. Indicate the most common type of syncope:,Vasovagal syncope,Situational syncope,Postural syncope,Neurologic syncope,Postural orthostatic tachycardia syndrome,A
CS. The most common causes of cardiac syncope:,Hypovolaemia,Structural heart disease,Conductibility and rhythm disorders,Pulmonary valve stenosis,Aortic dissection,C
CM. When non-syncope fall might be suspected?:,Presence of post-critical disorientation,Tonic-clonic seizures during atack,Multiple somatic complaints and hits without organic heart damage,Association of fall with palpitation,"Association of fall with dysarthria, diplopia","A,B,C,E"
CM. What ECG criteria are for cardiac syncope?,Increased Sokolov index,Wenckebach periods,HR <50 bpm,Presence of delta wave,Prolonged QT interval,"B,C,D,E"
CM. Which from the following can be a cause of syncope:,Low heart rate,Elevated heart rate,Normal LVEF,Low LVEF,Ventricular arrhythmia,"A,B,D,E"
CM What structural heart diseases might cause syncope:,Mitral regurgitation,Hipertrophic cardiomyopathy,Aortic stenosis,Mitral stenosis,Supraventricular extrasystolies,"B,C,D"
CM. What are the methods used in differential diagnosis of syncope:,Carotid sinus massage,Tilt-test,24h - ECG monitoring,Electrophysiological study,Ambulatory blood pressure monitoring,"A,B,C,D"
CM. Diagnostic criteria for neurally mediated syncope are:,Lack of cardiac pathology,Presence of cardiac pathology,"Caused by emotions, crowded places, long standing position","Nausea, lightheadedness before syncope",Occurs 1 hour after eating,"A,C,D,E"
216  CM. Select hospitalization criteria for a patient with syncope:,Cardiac syncope suspicion,Syncope is followed by a severe trauma,Rare syncope without risk factors,One episode of syncope,Syncope with high recurrence,"A,B,C"
CM. Choose the informative diagnostic tests in evaluating syncope:,Tilt-test,ECG monitoring,Electroencephalography,Magnetic Resonance Imaging,Computer tomography of brain,"A,B"
CM. Diagnostic criteria for neurally mediated syncope are:,Lack of cardiac pathology,Presens of cardiac pathology,"Onset after emotions, finding long in crowded places, prolonged orthostasis","Nausea, lightheadedness before syncope",Occurred in 1 hour after eating,"A,C,D,E"
CM Choose in which cases the syncope needs a treatment approach?,Single syncope episodes without risk factors,Frequent syncope that affect the quality of life,Syncope without exposure to the trauma,"High-risk professional activities (driving cars, machine operators, drivers and others)",Arrhythmic syncope with vital risk,"B,D,E"
CM. Select the correct statements about “pharmacological Tilt – table” test:,High specificity (> 90%),It is performed with i/v Dopamine solution,It is performed with i/v Isoproterenol solution,It is performed with sublingual Nitroglycerin,It is performed 20 minutes after the test basic phase,"A,C,D,E"
CM. Choose the algorithm for complete evaluation of a patient with syncope:,Neurological evaluation,Psychiatric evaluation,Coronary angiography,Pharmacological tests,Electrophysiological study,"A,B,E"
CM. Select hospitalization criteria for a patient with syncope:,Cardiac syncope suspicion,Syncope is followed by a severe trauma,Rare syncope without risk factors,One episode of syncope,Syncope with high recurrence,"A,B,C"
CM Choose in which cases the syncope needs a treatment approach?,Single syncope episodes without risk factors,Frequent syncope that affect the quality of life,Syncope without exposure to the trauma,"High-risk professional activities (driving cars, machine operators, drivers and others)",Arrhythmic syncope with vital risk,"B,D,E"
CM. Select the TRUE statements about cardiac syncope:,Electrical cardiac stimulator implantation prevents the recurrence of syncope in patients with heart block,Implantation of the electrical cardiac stimulator decreases the survival,Implantation of the electrical cardiac stimulator will be considered in all patients with branch bundle block,Ventricular tachycardia is suspected as a cause of syncope in patients with left ventricular dysfunction,Supraventricular tachycardia is suspected as a cause of syncope in patients with left ventricular dysfunction,"A,D"
CM. Choose the TRUE statements about Tilt - test:,Recommended in syncope with unidentified genesis,It’s performed in patients without organic structural heart diseases,Positive test confirms the diagnosis of vasovagal syncope,Syncope associated with HBP is considered “positive test”,Syncope associated with tachycardia is considered “positive test”,"B,C"
CM. Select the correct statements about “pharmacological Tilt – table” test:,Highly specificity (more than 90%),It is performed with dopamine intravenous,It is used with isoproterenol intravenous,It is used sublingual nitroglycerin,It is performed 20 minutes after the base phase of the test,"A,C,D,E"
CM. What are the indications of electrophysiological study in patients with syncope:,Reflex syncope,Suggesting an arrhythmia as the cause of a syncope,Palpitations precede syncope,Brugada syndrome,Patients with arrhythmogenic right ventricular cardiomyopathy,"B,C,D,E"
CM. Select the correct statements about syncope in elderly patients:,Syncope is more common than in the general population,Rapid atrial fibrillation is a causal factor for the syncope in elderly,Diuretics may cause syncope,Statins can cause syncope,Neurological diseases can cause syncope,"A,B,C,E"
CS. Choose the most important predisposing condition of sudden cardiac death:,Diabetes mellitus,The elongation of the ventricular repolarization,Severe left ventricular systolic dysfunction (EF <35%),Low social economical status,Genetics,C
CS. Which condition causes electric abnormalities in patients with sudden cardiac death:,Scar zones,Left ventricular hypertrophy,Cracked plaque,Structurally normal heart,Occlusive thrombus,E
CS. Select the correct statements for the biological death:,It is an immediate consequence of cardiac arrest,It is the failure of resuscitation,"It is the absence of mechanical, electrical heart activity and central nervous system after the resuscitation","It is only the absence of mechanical, electrical activity of the heart after the resuscitation",Usually occurs within some minutes after the cardiac arrest,"A,B,C,E"
CS. Choose the most important predisposing condition of sudden cardiac death:,Diabetes mellitus,The elongation of the ventricular repolarization,Severe left ventricular systolic dysfunction (EF <35%),Low social economical status,Genetics,C
CS. Select the correct statement for the sudden cardiac death:,It constitutes approximately 60% of all deaths from cardiac cause,It constitutes approximately 75% of all deaths from cardiac cause,It constitutes approximately 65% of all deaths from cardiac cause,It constitutes approximately 50% of all deaths from cardiac cause,It constitutes approximately 80% of all deaths from cardiac cause,A
CS. Choose the correct statement about sudden cardiac death:,It is more common in males,It is more common in females,It has the same frequency in both sexes,It is more common in the elderly,It increases progressively in young people,A
CS. Indicate incorrect statement about sudden cardiac death:,Prevalence by age group has two peaks,High prevalence in the newborn period,High prevalence in the elderly,In recent years gradually increase the proportion of women who die suddenly,It increases progressively the proportion of young people who die suddenly,E
CS. Select incorrect risk factors for sudden cardiac death:,Myocardial ischemia,Hypertension,Smoking,Obesity,Mitral valve prolapse,E
CS. Mention the most frequent cause for the sudden cardiac death:,Cardiomyopathies,Rheumatic heart diseases,Coronary atherosclerotic diseases,Inflammatory heart diseases,Congenital heart diseases,C
CS. Choose the most important predisposing condition of sudden cardiac death:,Diabetes mellitus,The elongation of the ventricular repolarization,Severe left ventricular systolic dysfunction (EF <35%),Low social economical status,Genetics,C
CS. Which condition causes electric abnormalities in patients with sudden cardiac death?,Scar zones,Left ventricular hypertrophy,Cracked plaque,Structurally normal heart,Occlusive thrombus,E
CM. Choose the characteristic signs of sudden cardiac death:,"Gradual breathing stop - ""mirror sign""",Absence of pulse on carotid vessels,Dyspnea,Loss of consciousness,Mydriasis (2-3 minutes),"A,B,D,E"
CM. Choose the cardiac causes of the sudden cardiac death in children:,Idiopathic ventricular fibrillation,Congenital QT syndrome,Bleeding,Myocarditis,(Not provided in source document),"A,B,D"
CM. Indicate the tachyarrhythmias that can cause sudden cardiac death:,Electromechanical dissociation,Ventricular fibrillation,Idioventricular rhythm,Bradycardia,Sustained ventricular tachycardia,"B,E"
CM. Which pathologies can cause sudden cardiac death?,Hypertrophic cardiomyopathy,Hypertension,Brugada syndrome,Mitral regurgitation,Myocardial bridges,"A,C,E"
CM. Choose the predictive symptoms for sudden cardiac death:,Chest pain,Dyspnea,Cough,Palpitations,Syncope,"A,B,D,E"
"CM. What are 3 classes of sudden cardiac death, according to Hinkle classification:",Sudden arrhythmogenic death,Occurrence of the ventricular ectopies,Sudden death with circulatory failure,Sudden death without stating the cause,Installation of cardiac arrest,"A,C,D"
CM. Choose the pathologies that can be identified in ischemic heart disease in patients with sudden cardiac death:,Scar zones,Lef ventricular hipertrophy,Cracked ateroma plaques,Structurally normal heart,Occlusive thrombus,"A,B,C,E"
CM. Choose the predictive symptoms for sudden cardiac death:,Chest pain,Dyspnea,Cough,Palpitations,Syncope,"A,B,D,E"
CM. Choose the correct statements in the onset of sudden cardiac death:,Installation of hypertention,Slow changes of the clinical status,Heart electrical activity dynamic changes,Malignant ventricular arrhythmias occurrence,Cardiac arrest installation,"B,C,D,E"
CM Select the characteristics of cardiac arrest:,Sudden stop of the pump function that quickly leads to death,Increase of cerebral flow,Effective circulation,Hypotension,Syncope,"A,D,E"
CM. When irreversible brain damages occur?,"4-6 minutes, after no cerebral circulation and no intervention of resuscitation","8 minutes, after basal life support intervention","20 minutes, after basal life support intervention","20 minutes, after no cerebral circulation and no intervention of resuscitation","About 16 min, if advanced resuscitation measures are applied","A,B,E"
CM. Choose the characteristic signs of sudden cardiac death:,"Gradual breathing stop - ""mirror sign""",Absence of pulse on carotid vessels,Dyspnea,Loss of consciousness,Mydriasis (2-3 minutes),"A,B,D,E"
CM. Choose the cardiac causes of the sudden cardiac death in children:,Idiopathic ventricular fibrillation,Congenital QT syndrome,Bleeding,Myocarditis,Asthma access,"A,B,D"
CM. Indicate the non-cardiac causes of sudden death in children:,Idiopathic ventricular fibrillation,Congenital QT syndrome,Bleeding,Poisoning,Asthma access,"C,D,E"
CM. What are non-invasive diagnostic methods in patients with sudden cardiac death risk?,Electrophysiological tests,ECoCG - Doppler,ECG,Heart CT,Cardiac catheterization,"B,C,D"
CM. Select the types of cardiovascular risk factors:,Non-traditional,Good,Traditional,Modifiable,Bad,"A,C,D"
CM. What are ECG signs in patients with increased risk of sudden cardiac death?,Short QT interval,Left ventricular hypertrophy,Long QT interval,Brugada syndrome,Left and right atrium hypertrophy,"B,C,D"
CM. Which are relevant data detected at Echo-CG Doppler in patients with high risk of sudden cardiac death?,Ejection fraction <30-35%,Ejection fraction ≥35%,Negativ T wave,Tricuspid regurgitation,Sever aortic stenosis,"A,E"
CM. What are Holter-ECG monitoring indication in patients with sudden cardiac death risk?,Ventricular arrhythmias,Impaired left ventricular function,Hypertrophic cardiomyopathy,The assessment of ventricular bradyarrhythmias,Syncope,"A,D"
CS. The age in which about 83% of the population is affected by coronary heart disease is:,45 years,35 years,65 years,85 years,70 years,C
CS. Select the correct definition of the “body mass index”:,Circumference measured from the umbilicus and halfway between the costal margin and iliac crest,The ratio of weight (kg) and the square of the heigh (m),Report of the 2 circumferences reflects the type of obesity,LDL cholesterol and HDL cholesterol ratio,Report of 3 circumferences reflects the type of obesity,B
CS. Chose the characteristic of the “obesity paradox”:,Growing problem in the developed world,It is a major risk factor for atherosclerotic disease,A better short/long-term prognosis for overweighed or obese patients,It is a minor risk factor for atherosclerotic disease,A poor short or long-term prognosis for overweight or obese patients,C
CS. The characteristic for Framingham risk is:,"Equations that take into account gender, age, total cholesterol, HDL cholesterol, smoking status and systolic blood presure",Deaths from non-coronary atherosclerosis,The mean ages adapted to the cardiovascular risk,Cardiovascular mortality related to the total cardiovascular events,It is available in two versions: one for low-risk regions and another for those at high risk,A
CS. Which from the following is the correct definition of abdominal circumference?,Circumference measured from the umbilicus and halfway between the costal margin and iliac crest,The ratio of weight (kg) and the square of the heigh (m),Report of the two circumferences reflects the type of obesity,LDL and HDL cholesterol ratio,Report of three circumferences reflects the type of obesity,A
CS. Indicate which of the following characterize correctly “waist to hip ratio”,Circumference measured from the umbilicus and halfway between the costal margin and iliac crest,The ratio of weight (kg) and the square of the heigh (m),Ratio of two circumferences reflects the type of obesity,LDL cholesterol and HDL cholesterol ratio,Report of three circumferences reflects the type of obesity,C
CS. Select the correct statement about hyperhomocysteinemia:,Representing a moderately independent favorable cardiovascular risk factor,Genetic defects leading to procoagulant potential are known as thrombophilia,The main changes are found in the population type MTHFR C677T gene mutation A1298C respectively,Hyperhomocysteinaemia cause is not known,The main changes occur in mediteranian population,C
CM. Select the types of cardiovascular risk factors:,Non-traditional,Good,Traditional,Modifiable,Bad,"A,C,D"
CM. What cardiovascular risk factors are modifiable?,Obesity,Age,Hypertention,Sex,Smoking,"A,C,E"
CM. Choose correct statements about major risk factors defined by Word Health Organization:,High prevalence in the population,Low prevalence in the population,Independent impact on the risk of coronary heart disease or stroke,Treatment or control lowers the risk,Treatment or control risk-accelerating,"A,C,D"
CM. What cardiovascular risk factors are non-modifiable?,Obesity,Age,High blood pressure,Sex,Family history,"B,D,E"
CM. Which from the following increase prevalence of obesity as a major cardiovascular risk factor?,Social factors,Dietary habits,Hypertension,Alcohol abuse,Lack of physical activity,"A,B,E"
CM. What are the differences between SCORE and Framingham score?,SCORE assess only the risk of cardiovascular mortality,Assessment of SCORE includes diabetes,Assessment of SCORE includes HDL-cholesterol,Assessment of SCORE includes total cholesterol,SCORE assess the risk for cardiovascular events,"D,E"
CM. Choose the correct statements about dyslipidemia:,Great prevalence and susceptibility of being modified,It is one of the factors with low prevalence and susceptibility of being modified,Is related to cardiovascular mortality and total cardiovascular events,Has better short or long-term prognosis for overweight and obese patients,Includes a number of disorders of lipid metabolism potentially induction of atherosclerosis,"A,C,E"
"CM. According to WHO, what is being included in cardiovascular prevention?",Family strategy,Population strategy,Strategy for high-risk populations,Secondary prevention,Strategy for low risk populations,"B,C,D"
CM. Choose the characteristics of individuals with high cardiovascular risk:,"Multiple risk factors, giving a risk score ≥ 5%","Marked increased level of a single risk factor, such as BP ≥ 180/110 mmHg",Total cholesterol ≥ 5 mmol/L,Presents of diabetes mellitus,"Multiple risk factors, giving a risk score ≥ 3%","A,B,D"
CM. Choose the correct statements about chart SCORE:,Assess the risk of fatal cardiovascular event within 10 years,Assess the risk of fatal cardiovascular event within 5 years,Assess the impact of non-traditional risk factors,Estimate the absolute risk of death in the same age group,Highlights the effect of the action of a risk factor over time,"A,E"
CM. Choose the hemostatic factors which correlate with increased cardiovascular risk:,VI Ith activated factor,Plasminogen activator inhibitor-1,V th activated factor,Tissue plasminogen activator,Von Willebrand factor,"A,B,D,E"
CM. What lifestyle changes will reduce cardiovascular risk in hypertension::,"High sodium diet, low weight, moderate consumption of ethyl alcohols","Low sodium diet, low weight, moderate consumption of ethyl alcohols",Regular physical activity,Limitation of physical activity,An optimal control of blood pressure values,"B,C,E"
CM. Choose the mechanisms that increase cardiovascular risk in smoking:,Increased total cholesterol and lower HDL cholesterol,Increasing of circular fibrinogen,Decreasing of circular fibrinogen,Arterial vasodilation,Increasing heart rate and blood pressure,"A,B,E"
CM. Choose the characteristics of individuals with high cardiovascular risk:,"Multiple risk factors, giving a risk score ≥ 5%","Marked increased level of a single risk factor, such as BP ≥ 180/110 mmHg",Total cholesterol ≥ 5 mmol/L,Presents of diabetes mellitus,"Multiple risk factors, giving a risk score ≥ 3%","A,B,D"
CM. Choose the correct statements about chart SCORE:,Assess the risk of fatal cardiovascular event within 10 years,Assess the risk of fatal cardiovascular event within 5 years,Assess the impact of non-traditional risk factors,Estimate the absolute risk of death in the same age group,Highlights the effect of the action of a risk factor over time,"A,E"
CS Choose the correct statement about intermittent ECG monitoring :,Recommended for patients with sporadic symptoms able to activate the device immediately,Particularly useful in symptomatic patients with intermittent symptoms occurring daily or almost daily,The most used method for the diagnosis of unstable angina,Provides information about pulmonary circulation and thoracic aorta,The most used method for the diagnosis of acute myocardial infarction,A
CS. What is the correct value of cardiomyocytes resting potential:,-70mV,+40mV,-90mV,0 mV,+10 mV,C
CS. Choose which of the biomarkers refers to the stress of myocytes:,Tumor necrosis factor alpha,Angiotensin II,B - natriuretic peptide,Myeloperoxidases,Creatine kinase - MB,C
CS. Choose the correct statement about continuous ECG monitoring:,Recommended for patients with hypertension,Particularly useful in symptomatic patients with intermittent symptoms occurring daily or almost daily,The most used method for the diagnosis of unstable angina,Provides information about pulmonary circulation and thoracic aorta,The most used method for the diagnosis of acute myocardial infarction,B
CS.  Choose the correct statement about intermittent ECG monitoring :,Recommended for patients with sporadic symptoms able to activate the device immediately,Particularly useful in symptomatic patients with intermittent symptoms occurring daily or almost daily,The most used method for the diagnosis of unstable angina,Provides information about pulmonary circulation and thoracic aorta,The most used method for the diagnosis of acute myocardial infarction,A
CS. What is the correct value of cardiomyocytes resting potential:,-70mV,+40mV,-90mV,0 mV,+10 mV,C
CS. How many derivations are used to record standard ECG?,10 derivation,12 derivations,6 derivations,8 derivations,2 derivations,B
CS. Which radiographic sign shows right atrium enlargement?,Opacity of retrosternal space,Bulging lower arch as more than 5.5 cm to the right of the midline,Previous projection of thoracic vertebral bodies,Opacity of subdiaphragmatic space,Diffuse opacity,A
CS. What does ECG exercise tests include?,Administration of dipyridamole,Tilted table,Cycling or treadmill,Administration of ergometrine,Respiratory exercises,C
CS. What does intracardiac electrophysiological study represent?,Noninvasive diagnostic method of cardiac rhythm disorders,Invasive diagnostic method of cardiac rhythm disorders and management of cardiac arrhythmias,Study of cardiac activity using 3D Eco,Exclusive diagnostics of atrial and ventricular fibrillation,Method of testing only in elderly patients,B
CS. What does ECG exercise tests include?,Administration of dipyridamole,Tilted table,Cycling or treadmill,Administration of ergometrine,Respiratory exercises,C
CS. What does ECG exercise tests include?,Administration of dipyridamole,Tilted table,Cycling or treadmill,Administration of ergometrine,Respiratory exercises,C
CS. What does intracardiac electrophysiological study represent?,Noninvasive diagnostic method of cardiac rhythm disorders,Invasive diagnostic method of cardiac rhythm disorders and management of cardiac arrhythmias,Study of cardiac activity using 3D Eco,Exclusive diagnostics of atrial and ventricular fibrillation,Method of testing only in elderly patients,B
CS. What is the most often approach used for introducing catheters in electrophysiological study?,Vena saphena magna,Femoral vein,Abdominal aorta,Inferior vena cava,Femoral artery,B
CS. Select the general diagnostic accuracy of Positron Emission Tomography study:,90 %,60%,100%,75%,40%,A
CS. The most used score to determine coronary calcium score is:,Mobitz score,Hounsfield score,Agatston score,Sokolow score,Hoffman score,C
CS. What is the most often approach used for introducing catheters in electrophysiological study?,Vena saphena magna,Femoral vein,Abdominal aorta,Inferior vena cava,(Not provided in source document),B
CS. What does ECG exercise tests include?,Administration of dipyridamole,Tilted table,Cycling or treadmill,Administration of ergometrine,Respiratory exercises,C
CS. What does intracardiac electrophysiological study represent?,Noninvasive diagnostic method of cardiac rhythm disorders,Invasive diagnostic method of cardiac rhythm disorders and management of cardiac arrhythmias,Study of cardiac activity using 3D Eco,Exclusive diagnostics of atrial and ventricular fibrillation,Method of testing only in elderly patients,B
CS. What is the most often approach used for introducing catheters in electrophysiological study?,Vena saphena magna,Femoral vein,Abdominal aorta,Inferior vena cava,Femoral artery,B
CS. Choose the radiological sign of ascending aorta dilation:,A prominent aortic button,Difficult to assess,Curved upper right arc,Curved arc left upper,Not changes on radiography,C
