question,option_a,option_b,option_c,option_d,option_e,correct_answers
"CS A 30 years old patient is suffering from lung abscess for 4 weeks. Last two days his condition worsened due to increased dyspnea, chills, fever. Radiological appearance reveals pleural empyema. The most appropriate treatment is:",high doses of antibiotics,pleural lavage,surgical treatment by draining the pleural cavity,mucolytics,physiotherapy treatment,C
CM Which pathology is characterized by increased triglycerides and fatty acids in the pleural fluid?,Pleurisy in pancreatitis or pancreatic pseudocyst,Pleurisy parapneumonica,Pleurisy in thoracic lymph duct rupture,Pleurisy in obstruction of thoracic duct lymph,Pleural effusion in congestive heart failure,"C,D"
"CS A 45 years old smoker, has undergone a staphylococcal pneumonia. After 2 weeks of clinical improvement, the general condition worsened again with high fever - 40°C, preceded by chills, chest pain, and cough with grey sputum in small amounts with foul odor. Chest X ray indicate the presence of well-defined round opacity in the right lower lobe. The most likely diagnosis is:","bronchopneumonia,",bronchiectasis,acute pulmonary abscess,pulmonary tuberculosis (infiltrative form),lobar pneumonia (pneumococcal),C
"CS A 40-year-old man, smoker, 6 months ago suffered from acute pulmonary abscess. Manifested by: cough with muco-purulent expectoration (100-200 ml/24h), episodic - low grade fever, fatigue. pale-skin, malnutrition, drumstick fingers . Lung auscultation revealed an amphoric sound, bullous rales over the right middle lobe. Which of listed the diseases is most probable?",bronchiectasis,fungal pneumonia with abscess formation,chronic lung abscess,pulmonary tuberculosis (cavitary form),lobar pneumonia (pneumococcal) with abscess formation,C
CS Radiological aspect of pulmonary gangrene is characterized by:,intermittent and reversible dilatation of the subsegmental bronchi,intermittent dilatation of the large airways,permanent dilation of the terminal bronchioles and alveoli,permanent and irreversible dilatation of the subsegmental bronchi,any of the above is incorrect,"B,D"
LUNG CANCER,30-35,45-60,65-75,25 - 35,75 years,B
CS How much is smoking increasing the risk of lung cancer:,13 times,from 2 to 3 times,20-fold,50 times,the risk is not different to that of a non-smoker,C
"CS What is the most common histological type of lung cancer in those who never smoked, in women and in younger patients:",small cell carcinoma,large cell carcinoma (anaplastic),carcinoid tumors,adenocarcinoma,epidermoid carcinoma,D
CM What are the examinations required for histologic diagnosis of malignancy in lung cancer:,"Chest X-ray, chest computed tomography, radiography of the suspicious bones","bronchial or transbronchial biopsy with bronchoscope, biopsy of accessible peripheral lesions, percutaneous biopsy of a lymph node","fiber-optic bronchoscopy, lung ventilatory tests, coagulation tests","bone marrow aspiration or biopsy, diagnostic thoracentesis, mediastinoscopy with lymph node biopsy","complete history, complete blood count, chest radiography, chest computed tomography","B,D"
CM The following events characterize Horner syndrome:,exophthalmos,ptosis,miosis,ipsilateral loss of sweating,transpiration loss contralateral,"B,C,D"
CM Symptoms and signs associated to the endobronchial growth of lung cancers:,hemoptysis,pain,cough,wheezing,hoarseness,"A,C,D"
CM The occurrence of radiation pneumonitis after radiotherapy in patients with lung cancer is directly proportional to:,the presence of metastases,tumor histology,the radiation dose,lung volume included in the radiation field,patient age,"C,D"
CM Pancoast syndrome is characterized by:,Streptococcus pneumoniae,Mycoplasma pneumoniae,Pneumocystis jiroveci,Coxiella burnetii,Chlamydophila psittaci,"A,B,D"
"CS  sec ""Atypical"" pneumonia is usually determined by:",Mycoplasma pneumoniae,Streptococcus pneumoniae,Klebsiella pneumoniae,Pseudomonas aeruginosa,aerobic Gram-negative enteric bacilli,A
CS Pneumonia in patients with intravenous catheters is most commonly caused by:,Staphylococcus aureus,Mycoplasma pneumoniae,Pseudomonas aeruginosa,Oral Anaerobes,Haemophylus influenzae,A
CS Which of the following cannot be cultured by routine methods (regular culture medium):,Mycoplasma pneumoniae,Chlamydophila pneumoniae,Pneumocystis jiroveci,Mycobacteria,any of the mentioned germs,E
CS The drug of choice in Legionella pneumophila pneumonia is:,Ampicillin,Chloramphenicol,Penicillin,Cephalosporins,Azythromycin,E
CS Source of Legionella pneumophila is:,the contaminated water,air,soil,food,manure,A
CS The drug of choice in the treatment of pneumonia caused by Pneumocystis jiroveci is:,AMO / AC,ceftriaxone,trimethoprim-sulfamethoxazole,ceftazidime,amikacin,C
CS Name the drugs of choice in the treatment of mild community-acquired pneumonia:,clinamycin,III generation cephalosporins,macrolides,fluoroquinolones,vancomycin,C
CS Which pathogen cause lobar pneumonia?,Staphylococcus aureus,Streptococcus viridans,Streptococcus pneumoniae,Mycoplasma pneumoniae,influenza viruses,C
"CS A 54 year old patient complained of cough and hemoptysis with an acute onset accompaniend by fever up to 39.5 °C and chills. Phisical examination: confusion, RR- 30 breaths per minute. Palpation- increased vocal fremitus; percussion - dullness; auscultation - bronchial breathing, crepitations, pleural friction, HR 100/min; BP - 95/60 mm Hg. Chest Xray - presents a homogeneous opacity of the lower lobe of the right lung. CBC: WBC - 27.1 x109 / l: nonsegmented - 29%, segmented - 43%, lymphocytes - 22%, monocytes - 6%, ESR - 46 mm / h. The patient was diagnosed with lobar pneumonia. Considering the severity of the patient, select the possible complications:",destructive lung process,toxic shock,acute respiratory failure,collapse,all of the above,E
CS In patients hospitalized for community acquired pneumonia the most commonly involved pathogen is:,Pseudomonas aeruginosa,Streptococcus pneumoniae,Gram-negative enteric bacilli,Haemophilus influenzae,Legionella pneumophila,B
CS Hospital acquired pneumonia in more than 50% of cases is caused by:,Gram-negative bacteria,Mycoplasma pneumoniae,Pseudomonas aeruginosa,Haemophilus influenzae,Chlamydophila pneumoniae,A
CM Select the criteria for hospitalization of patients with pneumonia,PaO2 <60 mmHg,PaO2 = 90 mmHg,heart rate 68 beats / minute,respiratory rate> 30/min,systolic BP <90 mmHg,"D,E"
CM Empirical oral antimicrobial therapy used in the treatment of ambulatory patients with community-acquired pneumonia pathogens aims the following germs:,Pseudomonas aeruginosa,Mycoplasma pneumoniae,Streptococcus pneumonia,Chlamydophila pneumoniae,Staphylococcus aureus,"B,C,D"
CM Pathogens most commonly involved in the etiology of community-acquired pneumonia in old patients with preexisting chronic respiratory disease are:,Legionella pneumophila,Haemophilus influenzae,Moraxella catarrhalis,Pneumocystis jiroveci,cytomegalovirus,"B,C"
CS What is the most common cause of death of patients with chronic bronchitis?,active inflammatory process in the respiratory system,cardio-respiratory failure,thromboembolism of the pulmonary artery,spontaneous pneumothorax,comorbidities,B
CS When chronic bronchitis requires antibiotics?,during the fall - winter season,as a prophylactic measure 3 times per year,when serous sputum is present,when there is purulent sputum,antibiotics are not indicated,D
CS The main examination method for differential diagnosis of chronic bronchitis from bronchiectasis is:,chest high-resolution computed tomography,ChestXR,Bronchoscopy,Bronhography,Spirometry,A
CS Which of the etiologic factors involved in the pathogenesis of chronic bronchitis is considered to be the most important:,genetic predisposition,air pollution,smoking,occupational exposure to dust and toxic gases,infections,C
CS  Chronic purulent bronchitis is characterized by:,persistent or recurrent purulent sputum,pearl sputum,mucous sputum,hemoptysis,wheezing,A
CS Genetic factors involved in the etiology of chronic bronchitis are:,antithrombin III deficiency,deficiency of complement factors,the lack of transferrin,alpha-1 antitrypsin deficiency,excessive activity of leukocyte proteolytic enzymes,D
CS Chronic bronchitis is defined clinically by cough with expectoration:,"at least 2 months / year, more than 2 consecutive years","at least 3 months / year, more than 2 consecutive years","at least 6 months / year, more than 3 consecutive years","maximum 3 months / year, 2 years consecutive",chronic bronchitis is defined clinically by continuous cough with expectoration,B
CM Choose the correct statements about acute bronchitis:,it lasts several months,self-limited disease with complete resolution,clinical is manifested by bronchitis syndrome,clinical is manifested by hyperinflation syndrome,radiologicaly is manifested by interstitial syndrome,"B,C"
CS Select the most frequent causes of acute bronchitis:,fungal,bacterial,viral,allergic,chemical,C
CM Choose the correct statements about acute bronchiolitis:,diffuse involvement of small airways,the patient presents marked dyspnea,dullness on percussion,is most often caused by atypical agents,auscultation - multiple bullous rales,"A,B,E"
CM Select the antibiotics of choice in acute bronchitis when antibiotic therapy is needed:,Amoxicillin,Doxycycline,Ceftriaxone,Tobramycin,Сefaclor,"A,B,E"
CM Select correct statements referred to chronic bronchitis:,is manifested by cough with expectoration,cough is present for at least 3 months per year for more than 2 consecutive years,cough lasts more than 6 months at least 1 year,it is mainly manifested by wheezing,it is a self-limiting condition with complete resolution,"A,B"
CM What are the most common bacteria involved in chronic bronchitis:,Pseudomonas aeruginosa,Pneumococcus,Haemophilus influenzae,Staphylococcus aureus,Bacteroides,"B,C"
CM Select the clinical forms of chronic bronchitis:,haemorrhagic chronic bronchitis,mixed bronchitis,simple chronic bronchitis,mucopurulent chronic bronchitis,chronic obstructive bronchitis,"C,D,E"
CM Select the clinical syndromes present in chronic bronchitis:,the pulmonary consolidation syndrome,bronchitis syndrome,obstructive syndrome,mediastinal syndrome,angina-like syndrome,"B,C"
CM What modifications of spirometric indices are indicative of obstructive respiratory dysfunction:,decreased FEV1,increased FEV1,decreased FEV1 / FVC,increased FEV1 / FVC,increased PEF,"A,C"
CM  Complications of chronic bronchitis include:,chronic respiratory failure,pleural empyema,cor pulmonale,centrolobular emphysema,anemia,"A,C,D"
CM The differential diagnosis of chronic bronchitis is made ​​with:,Asthma,Upper viral respiratory tract infections,Hysteria,Bronchiectasis,Chronic sinusitis,"A,D,E"
CM Select the indications for hospitalization of patients with chronic bronchitis:,exacerbation episode with fever,severe obstructive syndrome,leukocytosis 10.2 x 109 / l,ESR 16 mmHg,installation of complications,"A,B,E"
CM Non-pharmacological treatment of chronic bronchitis include:,Reduce eating spicy food,Reduction of alcohol drinking,Avoiding professional factors,Avoiding cold weather,Smoking Cessation,"C,D,E"
CM Indications for antimicrobial treatment in chronic bronchitis are:,mucous sputum,yellow or green sputum,increase of sputum amount,fever,painful dry cough,"B,C,D"
CM Select indications for oxygen therapy in patients with chronic bronchitis:,permanent severe hypoxemia,anemia,pulmonary hypertension,secondary poliglobulia,the patient's unwillingness to stop smoking,"A,C,D"
CS Lung damage in cystic fibrosis is caused by:,pulmonary edema,bronchiectasis,major hemoptysis,pneumothorax,idiopathic pulmonary fibrosis,B
CM Clinical manifestations of exocrine pancreatic insufficiency in patients with cystic fibrosis:,steatorrhea,constipation,weight loss,diabetes,hypovitaminosis,"A,C,E"
CM Select confirmatory tests of cystic fibrosis:,chest radiograph,sweat test,CRP,study the potential difference,pulmonary function tests,"B,D"
CS Cigarette smoking is involved in the pathogenesis of chronic bronchitis by:,increasing cilia movement,mobilization of alveolar macrophages,mucus gland hyperplasia,bronchial mucosa infiltration of eosinophils,release of cytokines,C
CS Which of the following can be the cause of primary emphysema:,alpha1-antitrypsin deficiency,alveolar tissue ischemia,mucopolysaccharides metabolism disorders,mitral insufficiency,pulmonary hypertension,A
Allergology,within seconds,from 30 minutes to 12 hours,from within minutes up until about two hours,within two days,within a week,B
CS What component of a food is responsible for an allergic reaction?,fat,protein,carbohydrate,trans-fatty acids,glucose,B
CS Angioedema is commonly associated with the use of:,ACE inhibitors,Beta blockers,Loop diuretics,Alpha-receptor blockers,Calcium-channel blockers,A
СS Which of the following statements about hereditary angioedema is true?,It is related to excessive amyloid deposition,It is caused by a deficiency of the C1 esterase inhibitor,Attacks are triggered by antihistamines,Treatment involves dehydroepiandrosterone (DHEA) administration,It is has spontaneos resolving,B
СS Which of the following medications is the most appropriate to use in the emergent treatment of anaphylaxis?,Diphenhydramine,Isoproterenol,Epinephrine,Prednisone,Atropine,C
"СS  28-year-old man presents to your clinic for evaluation of allergies. He has a long history consistent with allergic rhinoconjunctivitis but also experiences urticarial lesions when he eats certain types of food. He also occasionally has back pain from a recent sports injury. His medications include loratadine and low-dose corticosteroids, which were prescribed by his primary care doctor, as well as ibuprofen and a daily baby aspirin. You decide to perform skin testing on the patient. Which of the following interventions should you recommend before performing epicutaneous testing?",The patient should discontinue aspirin 1 week before testing,The patient should discontinue loratadine 3 days before testing,The patient should discontinue all the medication 1 week before testing,The patient should discontinue steroids 1 week before testing,The patient should discontinue ibuprofen 1 week before testing,C
"СS A 35-year-old man comes to your office with symptoms of nasal congestion and itchy eyes and throat. He has been experiencing such symptoms for several years. Symptoms are present throughout the year, and he is able to enjoy outdoor activities without worsening of the symptoms. He owns a cat, which does not sleep in the same room with him. You order allergy skin testing and receive a report indicating a positive response to dust mites and cat dander. Which of the following therapeutic interventions is the most effective for this patient's symptoms?",Antihistamines,Removal of the allergen from the patient's environment,Leukotriene receptor antagonists,Cromolyn sodium,Hyposensibilization therapy,B
"СS An 18-year-old man comes to clinic complaining of nasal stuffiness, left-sided maxillary tooth pain, and postnasal drip. He has had these symptoms for more than 2 months. After the first 2 weeks of symptoms, he was seen in a walk-in clinic and given a 5-day course of antibiotics, but his symptoms did not improve significantly. He has not had fever or chills but complains that he wakes up with a sore throat on most days; the throat pain tends to get better as the day goes on. On examination, he is afebrile, with mild tenderness to palpation over the left maxilla and left forehead. His posterior oropharynx is slightly erythematous, with yellowish drainage present, but there is no tonsillar exudate. Examination of the nares reveals hyperemic mucosa and mucopurulent discharge. Which of the following statements regarding this patient's condition is true?",Chronic sinusitis can be defined as sinus inflammation that persists for more than 3 weeks,Sinus radiographs are the procedure of choice for evaluating patients suspected of having chronic sinusitis,It is likely that anaerobic bacteria are the primary pathogens responsible for this patient's condition,Nasal culture has sufficient sensitivity and specificity to guide further antimicrobial therapy,"In patients with medically resistant chronic sinusitis, further workup for conditions such as cystic fibrosis, structural abnormality, or fungal infection is appropriate",E
"СS A 43-year-old woman comes to your clinic complaining of nonhealing hives. She says that she started having hives 6 weeks ago. The hives are mildly pruritic. When asked, she says that each individual hive lasts for 2 or 3 days. Physical examination reveals multiple urticarial papules that do not blanch on diascopy. You ask the patient to come back to your clinic after 3 days, and you confirm that some of the lesions are still present. On the basis of this patient's history and physical examination, what would be the next step in the workup?",Administer thyroid function tests,Perform an abdominal CT scan to rule out an intra-abdominal malignancy,"Check sinus films, hepatitis serology, and stool studies for ova and parasites",Perform a biopsy of one of the lesions,Check autoantibodies specific for systemic diseases,D
"CS A 34-year-old man presents to your clinic complaining of a recurrent, extremely pruritic rash on his trunk and back. The rash started a few months ago. The rash comes and goes; the patient thinks it appears when he exercises or eats spicy foods. Physical examination reveals multiple 2 to 3 mm scattered papular wheals surrounded by large, erythematous flares. Which of the following is a likely diagnosis for this patient?",Cholinergic urticaria,Pressure urticaria,Idiopathic urticaria,Aquagenic urticaria,Food allergy,A
"СS While traveling in an airplane, a flight attendant asks you to evaluate a 44-year-old woman who has sudden onset or urticaria, flushing, pruritus, shortness of breath, nausea, and vomiting. You learn that she has a history of allergy to peanuts and that she may have eaten some without knowing it. On physical examination, the patient is alert and is in moderate respiratory distress. Her blood pressure is 90/50 mm Hg, and her heart rate 120 beats/min. She has diffuse inspiratory and expiratory wheezing, and she is experiencing diffuse urticaria. What is the most appropriate treatment for this patient?",Administer oxygen and start I.V. steroids and I.V. fluids; the flight can be continued,"Start an I.V., inject 1 mg of epinephrine I.V., and give I.V. steroids, I.V.fluids, and oxygen; the flight can be continued","Administer oxygen and epinephrine subcutaneously or intramuscularly,give I.V. antihistamines and I.V. fluids, start steroids, and ask the pilot to land and transport the patient to an emergency care facility",Give oral antihistamines and oral prednisone and continue to watch the patient for further clinical deterioration,Give oral prednisone and continue to watch the patient for further clinical deterioration,C
"СS A 50-year-old woman is admitted to the hospital with a history of subjective fever of 2 weeks' duration. The patient underwent mitral valve replacement surgery 5 years ago; in addition, she once experienced an allergic reaction to penicillin, which she describes as a rash that occurred a few minutes after she received a single dose of I.V. penicillin. Physical examination is remarkable for the presence of a diastolic and systolic murmur in the mitral area. Transthoracic echocardiography shows a vegetation in the mitral valve. Blood cultures show penicillin-sensitive viridans streptococci. On the basis of this patient's history of penicillin allergy, which of the following would be the most appropriate course of action?",Start a cephalosporin,Administer a penicillin skin test before starting antibiotics,"Start a different β-lactam, such as imipenem",Start vancomycin,"Start a different, non β-lactamic antibiotic",B
"СS A 45-year-old man with a history of diabetes and hypertension comes to the emergency department with chest pain. He is found to have a myocardial infarction with ST segment depression. After 4 days in the hospital, the patient has recurrent chest pain; ECG changes are consistent with further ischemia. His cardiologist schedules cardiac catheterization; however, the patient says that 10 years ago, when he had an abdominal CT scan, he had a bad reaction to intravenous contrast.",Proceed with the catheterization; premedicate with corticosteroids and antihistamines; use nonionic contrast,Perform a contrast media radioallergosorbent test (RAST),Continue with medical management,Obtain a contrast media skin test,Proceed another diagnostic test for ischemia,A
"СS A 36-year-old man is being evaluated for diarrhea. The patient has a 3-month history of diarrhea, postprandial nausea and vomiting, and weight loss. There is no specific food that he can relate to his symptoms. A complete blood count reveals anemia and eosinophilia. His serum IgE level is increased. Small bowel biopsy reveals eosinophilic infiltration without vasculitis. Which of the following is the most likely diagnosis for this patient?",Oral allergy syndrome,Churg-Strauss syndrome,Eosinophilic gastroenteropathy,Immediate gastrointestinal hypersensitivity,Intestinal parasitic infection,C
"CS A 3-year-old boy is brought to your office by his mother, who relates that her son was diagnosed as having peanut hypersensitivity 1 year ago. He developed urticaria and nasal congestion after ingestion of peanuts. Since then, he has had two more episodes of hypersensitivity, with similar symptoms. His mother asks about treatment. Which of the following is the most appropriate treatment for this patient?",Long-term use of antihistamines,Immunotherapy,Elimination diet,Ketotifen,Long-term use of corticosteroids,C
"СS A 30-year-old woman presents with shortness of breath, angioedema, urticaria, and hypotension after eating shellfish. She is successfully treated with epinephrine, intravenous fluids, and antihistamines. She has a history of asthma and hypertension. She takes lisinopril and inhaled beclomethasone. Radioallergosorbent testing reveals the presence of shellfish-specific IgE. Which of the following statements regarding this patient's condition is the most accurate?",She had a type III hypersensitivity reaction,This allergy is likely to disappear in a few years,"She should avoid other highly allergenic foods, such as peanuts and tree nuts, as well as shellfish",She is at high risk for developing a more severe anaphylactic reaction in the future if she ingests shellfish,She is at high risk for developing bronchial asthma,D
СS Which of the following drugs is a leukotriene antagonist/inhibitor?,Theophylline,Prednisone,Salmeterol,Terbutaline,Zafirlukast,E
CS Which of the following treatments is the treatment of choice for chronic allergic rhinitis?,Systemic antihistamines,Intranasal steroids,Topical decongestants,Cromolyn sodium,Bee pollen extract,B
CM What body systems can be affected by a food-allergy?,gastrointestinal tract,respiratory system,cardiovascular system,skin,bones,"A,B,D"
CM Symptoms of anaphylaxis can occur:,shortly after coming in contact with an allergen,hours after coming in contact with an allergen,in special in the morning hours,needs to be treated in ICU department,hours after coming in contact with an allergen,"A,D"
CS Which of these are not likely to cause anaphylaxis:,medications,pollen,latex,exercise,stinging insects,"B,C,D"
"CM If you are at risk for anaphylaxis, the best way to manage your condition is:",avoid allergens that trigger symptoms,carry autoinjectable epinephrine,know how to use epinephrine,daily use of epinephrine,to use inhaled steroids,"A,B,C"
CM Which of these is a common allergy symptom?,"itchy nose, mouth, and eyes",runny or stuffy nose,sneezing,itching skin rush,odynophagia,"A,B"
CM Which of these tests can determine your allergy trigger?,skin-prick test,CBC test,X-ray,total IgE,specific IgE,"A,E"
CM Which of these can help treat seasonal allergies?,antihistamines and decongestants,corticosteroid nasal sprays,allergy shots,antileucotriens,polipectomy,"A,B,C"
CM What are the contraindications for immunotherapy?,severe comorbidities,coexisting asthma and allergic rhinitis,allergies to many allergic triggers,pregnancy,allergy to epinephrine,"A,D"
CM What are the posible manifestations of drug allergy?,respiratory syptoms,gastrointestinal symptoms,haemothological manifestations,Wegener granulematosis,Goodpasture syndrome,"A,B,C"
