question,option_a,option_b,option_c,option_d,option_e,correct_answers
Select the symptom which is caracterisc for liver disease:,"Reddened skin, bloodshot eyes, frothy urine and weight gain","Yellowed skin, yellowed whites of the eyes, dark urine and weight loss","Easily bruised skin, itchy eyes, scant urine and muscle wastage",Diarrhea or constipatition with abdominal pain,"Heartburn, regurgitation with chest pain",B
What type of the cells is majority in the liver?,Hepatocytes,Kupffer cells (members of the reticuloendothelial system),Stellate (Ito or fat-storing) cells,Endothelial cells,Bile ductular cells,A
Select which of mentioned below is WRONG about function of hepatocytes:,The synthesis of serum albumin,The production of bile and its carriers,"The regulation of nutrients (glucose, glycogen, lipids)",Metabolism and conjugation of bilirubin,The synthesis of amylase,E
Select the characteristic of the HBeAg-negative chronic hepatitis B:,"Chronic HBV infection with active virus replication, readily detectable HBV DNA but without HBe Ag","Chronic HBV infection with nonactive virus replication, without HBe Ag",Chronic HBV infection in nonreplicative phase without HBe Ag,Chronic hepatitis B with high levels of HBV DNA and with HBe Ag and without antibody by HBe Ag,"Chronic HBV infection with HBsAg, antiHB core IgG, antiHBeAg and HBV DNA negative",A
Which tests are including initial evaluation for suspected hepatitis C?,"Glucose, urea, prothrombin","ARN HCV, ALT, AST","ALT, urea, creatinine","Total bilirubine, direct bilirubine, INR","Alkaline phosphatase, LDH, albumine",B
Choose the direct-acting antiviral agent (DAA) for chronic HCV:,Entecavir,Sofosbuvir,Lamivudine,Adefovir,Interferon,B
Select the most pronounced side effect of ribavirin therapy in patients with chronic hepatitis C:,Hemolysis,Ischemic event,Fever,Pneumonia,Toxic hepatitis,A
Which of the following viral causes of acute hepatitis is most likely to cause fulminant hepatitis in a pregnant woman?,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,E
Indicate drug that has a direct toxic effect on hepatocytes?,Acetaminophen,Chlorpromazine,Halothane,Isoniazid,Rosuvastatin,A
Which fluid can content the highest amount of hepatitis virus B?,Blood,Brest milk,Urine,Sweat,Tears,A
Which fluids can content in moderate amount hepatitis virus B?,Blood,Wound exudate,Vaginal fluids,Sweat,Tears,C
Which of the following is the most important goal of treating chronic viral hepatitis C?,Normalize AST and ALT,Improve symptoms,Reverse cirrhosis,Eliminate the HCV RNA from the serum,Normalize prothrombin time,D
Select the factor associated with an accelerated progression of hepatic fibrosis in 32-year old man with chronic hepatitis C?,Drinking 2 beers per week,Drinking 3 cups of coffee per day,Young age at hepatitis C acquisition,Smoking marijuana 3 times per day,Body mass index of 22.5,D
Choose the most appropriate therapeutic option for chronic hepatitis D:,Lamivudine once per day for 1 year,Ribavirin 100 mg per day for 1 year,PegIntrferon for > 48 weeks,PegInterferon< 24 weeks,Sofosbuvir for 12 weeks,C
Select the FALSE statement about viral hepatitis:,Hepatitis A and hepatitis E are transmitted primarily via the fecal-oral route,"An effective, protective vaccine is available for hepatitis C",Hepatitis A virus produces acute but not chronic hepatitis,Hepatitis D can only affect persons co-infected with hepatitis B,Hepatitis B can be prevented with vaccine,B
What is the probability of an adult with acute hepatitis B progressing to chronic hepatitis B?,3-5%,90%,50%,70-80%,100%,A
Which of the following is the most common symptom of liver disease?,Fatigue,Itching,Jaundice,Nausea,Right upper quadrant pain,A
Select theleast probable mode of transmission of hepatitis B virus:,Having unprotected sex with an infected person,"Kissing, hugging, or sharing a toilet",Piercing or tattooing,From mother to baby during birth,Unsafe injection administration in healthcare settings,B
Who is not at-risk of hepatitis B?,Household contacts of infected persons,Injection and non-injection drug users,Health care workers,Chemotherapy patients,Children born to HBV- mothers,D
Which treatment is the best to treat hepatitis B in a 39-year-old woman with HBeAg-negative chronic hepatitis B (with diabetes and severe depression in the past) and ALT levels > 3 times the upper limit normal?,Lamivudine,Pegylated Interferon,Entecavir,Adefovir,Telbivudine,C
Indicate uncorrect statement regarding management targets of NAFLD:,Lifestyle modification,Weight loos,Treatment of modifying the comorbid cardiovascular risk factors,Bariatric surgery indicate for morbid obesity,Antioxidant do not have direct benefit for NAFLD,E
Select the antiviral therapy for patients with chronic hepatitis C:,Interferon-based regimens,Interferon- free regimens,Lamivudin associated with interferon,Amoxacilin with clarytromicin,Entecavir with interferon,B
How do you define sustained viral respond of hepatitis C:,The normalization of transaminases,The disappearance of anti-HCV,Undetectable HCV RNA 6 months after the end of treatment,HCV RNA undetectable at end of treatment,Normalization of liver histology,C
BEA- score in hepatitis D less than 2 points is associated with:,Severe course of liver disease,Excellent 5-10 year course,Developed liver-related complications within 5-7 years of follow-up,Hepatocellular carcinoma,Hepatic failure,B
BEA- score in HDV more than 5 points associated with:,Mild course of liver disease,Excellent 5-10 year course,Not developed liver cirrhosis within 10 years,Developed liver-related complications within 5-7 years of follow-up,Minimal liver fibrosis,D
The direct-acting antiviral agent (DAA) for chronic HCV is:,Entecavir,Sofosbuvir,Lamivudine,Adefovir,Interferon,B
Indicate the set of resultsthatmostlikelycandescribechronichepatitis C in reactivation phase:,Increased level of amilase and bilirubine,Presence of antiHCV IgM and ARN HCV positive,Incresed value of bilirubine and prothrombine time,Trombocitopenia and anemia,Ascites and hepatic encephalopathy,B
The most appropriate therapeutic option for chronic hepatitis D are:,Lamivudine once per day for 1 year,Ribavirin 100 mg per day for 1 year,PegIntrferon for > 48 weeks,PegInterferon< 24 weeks,Sofosbuvir for 12 weeks,C
Select correct symptoms for patient with acute pancreatitis:,"Has abdominal pain, pancreatic pain and serum lipids less than 3 times the normal value","Has back pain, history of chronic pancreatitis and serum lipopolysaccharides more than 3 times the normal value","Has abdominal pain, serum lipase more than 3 times the normal value and normal pancreas on abdominal CT scan","Has abdominal pain, serum lipase more than 3 times the normal value and an enlarged and edematous pancreas on CT scan","Has abdominal pain, salivary lipase increased more than 3 times the normal value and multiorgan failure",D
Choose right manipulations from biliary acute pancreatitis:,Requires corticosteroids,Occurs mainly after drinking,Occurs more frequently in overweight men,May require endoscopic biliary drainage in case of associated angiocholitis,Occurs mostly in people with a history of cholecystectomy,D
Select the best enzyme to measure for the diagnosis of acute pancreatitis is:,Value greater than three times normal  of serum amylase and/or lipase,Urinary amylase,Amylase/creatinine clearance ratio,Serum trypsinogen,Serum elastase,A
Indicate the right situation after treatment of exocrine pancreatic insufficiency:,Involves the administration of liposoluble pancreatic enzymes,Involves the administration of enteric coated secretin,Sometimes involves administration of glucagon,May lead to prolonged protrombin time,May result in restores absorbtion of fat to an acceptable level and correctes steatorrea,E
Select the most common cause of clinically apparent chronic pancreatitis in adults:,Alcoholism,Cystic fibrosis,Hereditary pancreatitis,Hypercalcemia,Pancreas divisum,A
Indicate the most frequent cause of clinically apparent chronic pancreatitis in children:,Alcoholism,Cystic fibrosis,Hereditary pancreatitis,Hypercalcemia,Pancreas divisum,B
Indicated the most widely used serum marker in pancreatic cancer:,Cancer-associated antigen 19-9 (CA 19-9),Alfa-Fetoprotein (AFP),Antinuclear antibody (ANA),Anti liver-kidney microsom antibody (LKM),Cancer-associated antigen 15-3,A
Selected the standard operation for cancers of the head or uncinate process of the pancreas:,Billroth I procedure,Billroth II procedure,Whipple procedure,Csende's procedure,Kelling-Madlener procedure,C
Indicate the other vital hormone secreted by the pancreas then insulin:,Glucagon,Glycogen,Fructose,Sucrose,Amylase,A
Selected what cells produced insulin:,Bowman's capsule,Islets of Langerhans,Nephrons,Glomeruli,Enterocromaphine cells,B
Indicate into what organ is secreted pancreatic juice:,Esophagus,Stomach,Duodenum,Ileum,None of the above,C
Select the disease that may be provoked by gallstones or alcohol abuse:,Cystitis,Pancreatic cancer,Pancreatitis,Crohn disease,Caroli's disease,C
"Select a clinical form of chronic pancreatitis with joudice, weight loss and hight level of IG G4:",Chronic autoimmune pancreatitis type I,Chronic autoimmune pancreatitis type II,Tropical chronic pancreatitis,Heriditary pancreatitis,Alcoholic chronic pancreatitis,A
Indicate the method to determine steatorheea:,Color of stool with Sudan III,Nitrogen(N) determination  in stool,Pancreatography,With radioizotope investigation,Abdominal X-ray,A
Indicate which treatment can be associated with pancreatic enzymes in correction of pancreatic insufficiecy:,Hypotesive drugs,Antisecretion drugs,Antibiotics,Probiotics,Analgetics,B
Select etiopathogenetic treatment in chronic autoimmune pancreatitis:,Chorticosteroidal treatment,Antibiotics,Prokinetics,Spasmolytics,Antidepressant treatment,A
Indicate what investigation can be used to measure the gallbladder ejection fraction:,Upper endoscopy,Infusion of an octapeptide of CCK during cholescintigraphy,Barium swallow X-ray,Ultrasound examination of gallbladder,Selective angiography,B
Indicate which is the therapy of choice in patients with large-duct disease usually from alcohol-induced chronic pancreatitis?,Prokineticagents,Ductal decompression,Large doses of pancreatic enzymes,Proton pump inhibitors,Antacids,B
Choose what investigation does the definitive diagnosis of Primary sclerosing cholangitis require:,Cholangiographic imaging (MRI with magnetic resonance cholangiopancreatography or  endoscopic retrograde cholangiopancreatography (ERCP),Liver biopsy,Hepatic fubctional tests,Abdominal ultrasound,Cholestatic enzymes,A
Select the drug that may help control symptoms of pruritus in primary sclerosing cholangitis,Vitamin D and calcium,Cholestyramine,Glucocorticoids,Methotrexate,Cyclosporine,B
Indicate what symptom is specific for billiary stones?,Vague epigastric fullness,Dyspepsia,Eructation,"Flatulence, especially following a fatty meal","Severe, steady ache or fullness in the epigastrium or right upper quadrant of the abdomen",E
Indicate how many criteria have been used to define papillary stenosis:,One,Two,Tree,Four,Five,E
Choose what is the most common type of cholangitis:,Suppurative acute cholangitis,Nonsuppurative acute cholangitis,Caroli's disease,Biliary Atresia and Hypoplasia,"Chronic, recurrent cholangitis",B
Select what pathological conditions is NOT specific from primary stones in the common bile duct:,"Hepatobiliary parasitism or chronic, recurrent cholangitis",Congenital anomalies of the bile ducts (especially Caroli's disease),"Dilated, sclerosed, or strictured ducts",MDR3 gene defect leading to impaired biliary phospholipids secretion,Calculi which migrate into the extrahepatic biliary tree from the gallbladder,E
Indicate serum bilirubin level that is characteristic in case of suspected common bile duct stones:,Less than 20 μmol/L,"Less than 85,5  μmol/L","More than 85,5 μmol/L",260- 342 μmol/L,More than 342 μmol/L,C
Selected  which of the following is the most important determinant of crystal formation in the human gallbladder:,Bile supersaturation with cholesterol,Gallbladder  motility,Degree of bile acid synthesis,Degree of bilirubin  synthesis,Degree of aminoacides synthesis,A
Indicate which of the following tests should be performed first when biliary colic is suspected:,CT,MRI,Endoscopic ultrasound,Endoscopic retrograde cholangiopancreatography (ERCP),Transabdominal ultrasonography,E
Indicate what is the gallbladder?,A small sac that stores waste products from the liver,A small sac that stores bile,A small sac that stores dietary fats,An endocrine organ,An exocrine organ,B
Indicate deficiency of what enzyme is setting up more quickly in chronic pancreatitis:,Amylase,Lipase,Trypsin,Ellastase,Chymotrypsin,B
"Select the characteristic of pain, unspecific fortypical pain in chronic pancreatitis:","The pain is intermittent with a duration 24 hours, days or weeks",The pain is in epygastrium or left hypocondrium with irradiation in spine,The pain is disappearing after dinner,The pain is improving in the sitting position,The pain is persistent with light times,C
Indicate condition when test with secretin- pancreozimin is used in diagnostic of chronic pancreatitis:,In praesens of pancreatic calcifications,In praesens of steatorrea,In praesens of diabetes,"Without of calcifications, steatorrea and diabetes","In praesens of calcifications, steatorrea and diabetes",D
Select the sign that characterized hematemesis:,Vomitus of red blood,"Vomitus of ""coffee-grounds"" material","Black, tarry, foul-smelling stool",Passage of bright red or maroon blood from the rectum,Nasal bleeding,"A,B"
Indicate sign that characterized dysphagia:,"Sensation of ""sticking"" or obstruction of the passage of food through the mouth","Sensation of ""sticking"" or obstruction of the passage of food through the pharynx","Sensation of ""sticking"" or obstruction of the passage of food through the esophagus",Painful swallowing,Sensation of a lump lodged in the throat,"A,B,C"
Select the cause that provoke noncardiac chest pain:,Gastroesophageal reflux disease,Diffuse esophageal spasm,Esophageal ulcers,Functional dyspepsia,Portal gastropathy,"A,B,C"
Indicate the sign of achalasia:,A motor disorder of the esophageal smooth muscle,A disorder when the esophageal body loses peristaltic contractions,A disorder when the lower esophageal sfincter does not relax normally in response to swallowing,An organic disorder of the esophagus,A functional disorder of the esophagus,"A,B,D"
Select the recommended methods to treat achalasia:,Nitrates,Calcium channel blockers,Injection of botulinum toxin,Balloon dilatation,Prokinetics,"A,B,C,D"
Indicate the extraesophageal manifestations of GERD:,Chronic cough,Laryngitis,Pharyngitis,Morning hoarseness,Angular cheilitis,"A,B,C,D"
What may cause or be aggravated by GERD?,Chronic bronchitis,Chronic obstructive pulmonary disease,Pneumonia,MALT lymphoma,Sarcoidosis,"A,B,C"
Indicate the diagnostic methods that documented and quantitated the GERD:,Long-term (24-48 h)esophageal pH recording,Impedance test,The Bernstein test,The Shilling test,Barium swallow,"A,B"
Select the condition that Barrett's esophagus can lead:,Adenocarcinoma,Low-grade epithelium dysplasia,High-grade epithelium dysplasia,Chronic peptic ulcer of the esophagus,Metaplasia of esophageal squamous epithelium to columnar epithelium,"A,B,C,D"
Indicate the pathological state in which H. pylori plays a role in the development:,Gastric mucosal-associated lymphoid tissue (MALT) lymphoma,Gastric adenocarcinoma,Peptic gastric ulcers,Peptic duodenal ulcers,Hypertrophic gastritis,"A,B,C,D"
Select the clinical manifestations of Zollinger-Ellison syndrome:,Peptic ulcers refractory to standard medical therapy,Reflux esophagitis,Diarrhea,Constipation,Pernicious  anemia,"A,B,C"
Indicate the factors that may contribute to GERD:,Impaired lower esophageal sphincter function,Hiatal hernia,Normal esophageal clearance,Delayed gastric emptying,Irritant effects of refluxate,"A,B,D,E"
Choose the main symptoms of achalasia:,Dysphagia,Chest pain,Regurgitation,Rumination,Heartburn,"A,B,C"
Select the signs of achalasia at the barium swallow:,Esophageal dilation,Esophageal ulcer,Proximal esophageal stricture,Adnormal peristalsis in the lower two-thirds of the esophagus,Terminal part of the esophagus with a persistent beaklike narrowing,"A,D,E"
Find the characteristic symptoms of GERD:,Heartburn,Regurgitation of sour material into the mouth,Vomiting,Epigastric pain,Angina-like or atypical chest pain,"A,B,E"
Indicate the extraesophageal manifestations of GERD:,"Chronic cough, laryngitis, pharyngitis",Morning hoarseness,Noncardiac chest pain,"Chronic bronchitis, asthma, pulmonary fibrosis",Chronic sinusitis and dental decay,"A,B,D,E"
Choose the diagnostic methods that documented  mucosal damage in GERD:,Barium swallow,Esophagoscopy,Mucosal biopsy,History alone,Clinical features,"B,C"
Indicate what recommendations include the management of mild GERD:,Weight reduction,Sleeping with the head of the bed elevated by about 15 - 20,Elimination of factors that decrease abdominal pressure,"Should avoid smoking and consuming fatty foods, coffee, chocolate, alcohol, mint, orange juice","Should avoid medications, such as anticholinergic drugs, calcium channel blockers, and other smooth-muscle relaxants)","A,B,D,E"
Select the factors which are related with squamous cell esophageal cancer:,Excess alcohol consumption and/or cigarette smoking,"Ingestion of nitrites, smoked opiates, and fungal toxins in pickled vegetables",Damage caused by such harmful physical factors as long-term exposure to extremely hot tea,"Dietary excess of molybdenum, zinc, and vitamin A","Chronic gastric reflux (i.e., Barrett's esophagus)","A,B,C,E"
Mark the initial symptoms in the vast majority of patients with esophageal cancers:,Progressive dysphagia  initially occurs with solid foods,Weight loss of short duration,Regurgitation,Vomiting,Aspiration pneumonia,"A,B"
Indicate what include the palliative approach  in patients with esophageal cancers:,Repeated endoscopic dilatation,Surgical placement of a gastrostomy or jejunostomy for hydration and feeding,Total surgical resection of all tumor,Endoscopic placement of an expansive metal stent to bypass the tumor,Endoscopic fulguration of the obstructing tumor with lasers,"A,B,D,E"
Select the extraesophageal manifestations of GERD:,Asthma,Chronic cough,Halitosis,Aspiration pneumonia,Heartburn,"A,B,C,D"
Select the diagnostic tests of GERD:,Barium esophagogram,Gastro esophageal endoscopy,24 hour ambulatory pH testing,Endoscopic retrograde colangio-pancreatography,Impedance monitoring,"A,B,C,E"
Mark the therapy goals in GERD:,Alleviate or eliminate symptoms,Diminish the frequency of recurrence and duration of esophageal reflux,Promote healing - if mucosa is injured,Eradicate helicobacter pylori infection,Prevent complications,"A,B,C,E"
Mention the indications and mechanism of action of Baclofen in GERD:,Non-acid reflux,Acid reflux,GABA agonist,GABA antogonist,Adjuvant to PPI in refractory GERD,"A,C,E"
Choose the surgical therapy for GERD:,Nissen fundiplication,"Endoscopical ""EsophyX"" technic",Esophageal capsule endoscopy,Eradication of Helicobacter pylori infection,Reconstruction of esophageal hiatus,"A,B,E"
Indicate the main symptoms characteristic for achalasia:,Backflow (regurgitation) of food,Chest pain,Cough,Difficulty swallowing liquids and solids,Anorexia,"A,B,C,D"
Choose the complications of GERD:,"Esophagitis and esophageal strictures and ulcers, hemorrhage, perforation",Bronhopulmonary aspiration,"Hemorrhage, perforation",Development of Barrett's esophagus,Diverticulitis,"A,B,C,D"
Mark the signs what is associated with type A gastritis:,Pernicious anemia,Circulating antibodies against parietal cells,Circulating antibodies against intrinsic factor,Atrophicgastritis,H. pylori infection,"A,B,C,D"
Mention the sign that associated with type B gastritis:,Antral- predominantgastritis,Autoimmune gastritis,H. pylori infection,Incidence increases with age,"Gastric atrophy with subsequent metaplasia, which may lead to development of gastric adenocarcinoma","A,C,D,E"
Which of the following statements are correct for peptic ulcer?,An ulcer is defined as disruption of the mucosal integrity of the stomach and/or duodenum leading to a local defect or excavation due to active inflammation,Ulcers occur within the stomach and/or duodenum and are often chronic in nature,Acid peptic disorders are uncommon,Epigastric pain improved with meals,Gastric ulcer tend to occur later in life than duodenal,"A,B,D,E"
Which of the following endogenous noxious agents tend constantly to affect the gastroduodenal mucosa?,Acid and pepsin,Bile acids,Pancreatic enzymes,Drugs,Bacteria,"A,B,C"
Indicate the composition of mucosal barrier defense system:,Preepithelial elements,Epithelial elements,Subepithelial elements,Pepsinogen/pepsin,HCl,"A,B,C"
Select how the prostaglandins regulate gastric epithelial defense/repair system:,Release of mucosal bicarbonate and mucus,Inhibition parietal cell secretion,Mucosal blood flow and epithelial cell restitution,Inhibition of synthesis of epidermal growth factor,Inhibition of  secretion of bicarbonate,"A,B,C"
Mark the types of pathophysiology abnormalities that are characteristic for duodenal ulcer (DU):,Increased basal and nocturnal gastric acid secretion,Accelerated gastric emptying of liquids,Decreased bicarbonate secretion,Increased acid productiondue to H. pylori,Increased duodenal mucosal bicarbonate production due to H. pylori,"A,B,C,D"
Select the sign that associated with high risk of gastric cancer:,"Long-term ingestion of high concentrations of nitrates in dried, smoked, and salted foods",Helicobacter pylori infection,Atherosclerosis,Prior gastric surgery (antrectomy) (15- to 20-year latency period),Pernicious anemia and  atrophic gastritis,"A,B,D,E"
Indicate how occur frequently metastases of gastric cancer:,Cerebral metastasis,Metastatic nodules to the ovary (Krukenberg's tumor),"Periumbilical region metastasis (""Sister Mary Joseph node"")",Peritoneal cul-de-sac (Blumer's shelf palpable on rectal or vaginal examination),Malignant ascites,"B,C,D,E"
Select the complains characteristic for  patients with gastric cancer:,Insidious upper abdominal discomfort varying in intensity,Nausea and vomiting,Weight loss,Dysphagia and early satiety,Odynofagia,"A,B,C,D"
Which of the following symptoms are characteristic for Early Dumping Syndrome:,Takes place 15-30 min after meals,"Crampy abdominal discomfort, nausea, belching and diarrhea","Vasomotor symptoms (light-headedness, diaphoresis, palpitations, tachycardia, and syncope)",Occurs 90 min to 3 h after meals,Occurs after meals rich in simple carbohydrates (especially sucrose) and high osmolarity,"A,B,C,E"
Mark the common causes of upper gastrointestinal sources of bleeding:,Peptic ulcers,Mallory-Weiss tears,Esophageal varices,Hemorrhagic or erosive gastropathy,Meckel's diverticulum,"A,B,E"
Indicate the common causes of lower gastrointestinal sources of bleeding:,Crohn's disease,Primarily adenocarcinoma,Solitary rectal ulcer syndrome,Aortocolic fistulas,Diverticula,"A,B,E"
Mention the definition of peptic ulcer:,Inflammation of the gastric mucosa,Depth disruption of the mucosal integrity of the stomach and/or duodenum leading to a local defect or excavation due to active inflammation,"Breaks in the mucosal surface >5 mm in size, with depth to the submucosa",Inflammatory cell infiltrate with lymphocytes and plasma cells,Inflammatory infiltrate with progressive distortion and destruction of the glands,"B,C"
Select the true statement about Helicobacter pylori:,Plays a role in the development of gastric mucosa-associated lymphoid tissue (MALT) lymphoma,Gastric infection with the bacterium H. pylori accounts for the majority of peptic ulcer disease,Plays a role in the development of gastric adenocarcinoma,H. pylori is able to facilitate gastric mucosal injury,Decreases the risk of gastric carcinoma,"A,B,C,D"
Select two predominant causes of peptic ulcer disease:,Cigarette smoking,Helicobacter Pylori,NSAIDs,Cytomegalovirus,Ischemia,"B,C"
Indicate the complications of peptic ulcer disease:,Gastrointestinal Bleeding,Autoimmune gastritis,Perforation,Gastric outlet obstruction,Penetration,"A,B,C,E"
Choose the invasive tests for detection of H. Pylori infection:,Rapid urease,Histology,Urea breath test,Culture,Stool antigen,"A,B,D"
Which of the following noninvasive tests can be used in detection of H. Pylori :,Serology,Rapid urease,Histology,Urea breath test,Stool antigen,"A,D,E"
"Mention the conditions, which is usually associated with duodenal ulcer:",Gastric acid hyposecretion,Elevated fasting serum gastrin levels,Delayed emptying of gastric acid into the duodenum,Increased duodenal bicarbonate production,Decreased bicarbonate production,"B,E"
Select the drugs are used in the treatment of peptic ulcer disease:,H2 receptor antagonists,NSAID,Proton pump inhibitors,Sucralfate,Bismuth-containing compounds,"A,C,D,E"
Mark the optimal treatment regiments for H. pylori infections:,"Amoxicillin, clarithromycin, bismuth subcitraste and a PPI for 14 days",Metronidazole and PPI for 14 days,"Metronidazole, tetracycline, bismuth and PPI for 14 days",Ciprofloxacin and amoxicillin for 14 days,Amoxicillin and a PPI for 14 days,"A,C"
Select the evenements which is useful for prophylacsis of peptic ulcer induces by administration of NSAIDs:,"H2 - receptor antagonists, Prokinetics",Misoprostol,H. Pylori infection treatment,Antacids,Proton pump inhibitors,"C,E"
Choose the forms of acute gastritis:,Erosive,Nonerosive,Phlegmonous,Autoimmune,Lymphocytic,"A,B,C"
Indicate the cause of chronic gastritis:,Helicobacter pylori,Bile reflux,Nonsteroidal anti-inflammatory drugs,Clostridium dificile,Autoimmune,"A,B,C,E"
Indicate the current gastritis staging systems used for gastric atrophy?,Savary-Miller classification,Baylor,Los Angela,OLGA,Forrest classification,"B,D"
Select the etiological factors which are associated with infectious granulomatous gastritis:,Tuberculosis,Syphilis,Histoplasmosis,Helicobacter pylori,Fungi,"A,B,C,E"
Indicate with what kind of factors associated with chronic noninfectious granulomatous gastritis:,Crohn disease,Tuberculosis,Sarcoidosis,Isolated granulomatous gastritis,Lymphocytic gastritis,"A,C,D"
Mark the types of antibody which is associated with autoimmune gastritis:,Serum antiparietalcels,Antimitochondrial,Antinuclear,Anti-intrinsic factor,Anti-liver kidney microsomal,"A,D"
Indicate the condition which is associated with chronic reactive chemical gastropathy:,Long-term intake of aspirin or NSAIDs,Helicobacter pylori infection,Sarcoidosis,Bile-containing intestinal contents reflux into the stomach,Radiation,"A,D"
Select common procedures used in the diagnosis of irritable bowel syndrome:,Occult blood test,Balloon endoscopy,CBC,Capsule endoscopy,Sigmoidoscopy,"A,C,E"
Choose sings more characteristic for ulcerative colitis than for Crohn's disease:,"Superficial, mucosal affectation",Fistula formation,Cobblestone pattern of inflammation,Extension of inflammation below the intestinal mucosa,Diffuse inflammation,"A,E"
Choose sings more characteristic for Crohn's disease than for ulcerative colitis:,Small bowel involvement,Uniform involvement in the colon from rectum to cecum,Skip lesions of normal mucosa between areas of inflammation,Granuloma on biopsy,Fistula formation,"A,C,D,E"
Select laboratory tests associated with relapse in ulcerative colitis:,Increased C-reactive protein,Increased platelet count,Increased erythrocyte sedimentation rate,Decreased level of hemoglobin,Decreased platelet count,"A,B,C,D"
Indicate side effects of anticholinergic antispasmodics:,Visual disturbances,Urinary retention,Dry mouth,Malabsorption syndrome,Orange colored urine,"A,B,C"
Choose the indications for corticosteroids in inflammatory bowel disease:,Mild distal colitis,Severe distal colitis,Mild total colitis,Severe total colitis,Maintenance therapy,"B,D"
Select the signs of bacterial overgrowth syndrome:,Vitamin B12 malabsorption,Increased folate levels,Abnormal bile acid breath test,Steatorrhea,Positive jejunal cultures,"A,C,D,E"
Select the types of extensive resection which may cause steatorrhea:,Stomach resection,Duodenum resection,Jejunum resection,Ileum resection,Transverse colon resection,"A,B,C,D"
Choose etiopathogenic factors of celiac disease:,Environmental (gliadin),Immunologic,Genetic,"Long-term ingestion of high concentrations of nitrates in dried, smoked, and salted foods",Smoking,"A,B,C"
Indicate characteristic histological changes in celiac disease:,Atrophy of villi,Hypertrophy of villi,Atrophy of crypts,Hypertrophy of crypts,Increased lymphocytes and plasma cells in the lamina propria,"A,D,E"
Select the pathology associated with celiac disease:,Dermatitis herpetiformis,Diabetes mellitus,Obesity,Helicobacter pylori infection,Atherosclerosis,"A,B"
Select the sings of bacterial overgrowth syndrome:,Diarrhea,Burning epigastric pain,Steatorrhea,Macrocytic anemia,Eritema nodosum,"A,C,D"
Select the etiopathogenetic factors of bacterial overgrowth syndrome:,Impaired peristalsis (functional stasis),Circulating antibodies against intrinsic factor,Changes in intestinal anatomy (anatomic stasis),Inhibition of synthesis of epidermal growth factor,Unfunctional ileocecal valve,"A,C,E"
Select the condition that can cause bacterial overgrowth syndrome:,Stagnant bowel syndrome,Afferentloop syndromes,Dumping syndrome,Zollinger-Ellison syndrome,Blind loop syndrome,"A,B,E"
Indicate the classical symptoms of Whipple's disease:,Diarrhea,Epigastric pain,Fever,Weight loss,Arthralgia,"A,C,D,E"
Choose the routine laboratory tests that may suggest the presence of malabsorption:,Complete blood count,Prothrombin,Serum bilirubin,Serum albumin,Alkaline phosphatase,"A,B,D"
Choose the symptoms of lactose intolerance:,Diarrhea,Constipation,Bloating,Heartburn,Fever,"A,C"
Select the possible clinical forms of celiac disease:,Atypical,Silent,Mixed,Classic,Latent,"A,B,D,E"
Indicate the factors that determine the type of symptoms in the short bowel syndrome:,Segment of intestinal resection,Integrity of the ileocecal valve,Length of the resected segment,Residual disease in the remaining intestine,Type of pouch anastomosis,"A,B,C,D"
Select the diagnostic criteria for irritable bowel syndrome:,Relation with defecation,Change in frequency of stool,Weight loss,Change in form of stool,Abdominal pain or discomfort,"A,B,D,E"
Select the possible causes of chronic diarrhea:,Lactase deficiency,Hipothyroidism,Pancreatic exocrine insufficiency,Hyperthyroidism,Microscopic colitis,"A,C,D,E"
Indicate the clinical manifestations of Crohn's disease:,Recurrent episodes of right lower quadrant pain,Recurrent episodes of epigastric pain,Diarrhea,Fever,Weight loss,"A,C,D,E"
Choose the tipicalcomplications ofCrohn's disease:,Fistula formation,Toxic megacolon,Peritonitis,Intraabdominal abscess,Intestinal stenosis,"A,D,E"
Select the possible regions of affectation in Crohn's disease:,Ilion only,Jejun only,Appendix only,Perianal area only,Gastroduodenal area only,"A,B,E"
Indicate the major symptoms of ulcerative colitis:,Diarrhea,Rectal bleeding,Tenesmus,Crampy abdominal pain,Recurrent episodes of right lower quadrant pain,"A,B,C,D"
Choose the typical features of ulcerative colitis:,Gross blood in stool,Response to antibiotics,Fever and weight loss,Recurrence after adequate surgery,Response to corticosteroids,"A,C,E"
Indicate the drugs used in treatment of ulcerative colitis:,5-ASA agents,Corticosteroids,Antisecretory drugs,Azathioprine,Nonsteroid antiinflammatory drugs,"A,B,D"
Choose the risk factors for colorectal cancer:,Animal fat alimentary abuse,Familial adenomatouspolyposis,Zollinger-Ellison Syndrome,Nonpolyposis syndrome (Lynch's syndrome),Long-time inflammatory bowel disease,"A,B,D,E"
Select diseases that are included in inflammatory bowel diseases:,Colitis pseudomembranous,Colitis caused by Yersinia enterocolitica,Colitis caused by Clostridium difficile,Ulcerative colitis,Crohn's disease,"D,E"
Indicate the characteristics of inflammatory changes in ulcerative colitis:,Involving the mucosa and submucosa of any segment of the gastrointestinal tract,Involving the colonic mucosa and submucosa,Involving the mucosa and submucosa of small intestine,Continuous fashion of inflammation,Discontinuous fashion of inflammation,"B,D"
